rank,queue_bucket,partition_class,y_after_002,y_terminal,post_y_len,cisi,id,site,type,symbol,material,condition,dir,idx_002,prev2_before_002,prev1_before_002,next1_after_y,next2_after_y,text,source_grade,source_grade_label,source_hint_count,best_source_rank,best_source_file,best_status_text,best_source_url,best_local_image,best_sha256,best_note,source_files,queue_reason
172,closure_pole_route_needed,posthoc_closure_pole,820,true,0,H-506,1484.1,Harappa,SEAL:S,Bull1:I,Steatite,Good,R/L,4,595,820,<END>,<END>,+294-350-595-820-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
173,closure_pole_route_needed,posthoc_closure_pole,820,true,0,H-514,1491.1,Harappa,SEAL:S,Bull1:W,Steatite,Fair,R/L,3,220,016,<END>,<END>,+151-220-016-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
174,closure_pole_route_needed,posthoc_closure_pole,820,true,0,H-649,1564.1,Harappa,SEAL:R,None,Steatite,Poor,R/L,6,240,806,<END>,<END>,+520-033-705-233-240-806-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
175,closure_pole_route_needed,posthoc_closure_pole,820,true,0,H-702,1607.1,Harappa,TAB:B,Mult,Faience,Poor,L/R,1,<START>,137,<END>,<END>,+137-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
176,closure_pole_route_needed,posthoc_closure_pole,820,true,0,H-706,1611.1,Harappa,TAB:B,Gavi,Faience,Poor,R/L,3,033,137,<END>,<END>,+700-033-137-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
177,closure_pole_route_needed,posthoc_closure_pole,820,false,1,K-23,1897.1,Kalibangan,SEAL:S,Bull1:I,Steatite,Good,R/L,2,740,441,033,<END>,+740-441-002-820-033+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
178,closure_pole_route_needed,posthoc_closure_pole,820,true,0,K-78,1935.1,Kalibangan,TAB:B,Gavi,Terracotta,Good,R/L,3,817,390,<END>,<END>,+740-817-390-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
179,closure_pole_route_needed,posthoc_closure_pole,820,true,0,L-18,1996.1,Lothal,SEAL:S,Bull1:S,Steatite,Good,R/L,2,415,031,<END>,<END>,+415-031-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
180,closure_pole_route_needed,posthoc_closure_pole,820,true,0,L-207,2126.1,Lothal,TAG,Bull1,Clay,Poor,R/L,2,740,482,<END>,<END>,+740-482-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
181,closure_pole_route_needed,posthoc_closure_pole,820,true,0,L-83,2037.1,Lothal,SEAL:L,None,Agate,Poor,R/L,3,806,240,<END>,<END>,+740-806-240-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
182,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-103,2630.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,2,390,004,<END>,<END>,+390-004-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
183,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1088,3462.1,Mohenjo-daro,SEAL:S,Gaur,Steatite,Good,R/L,2,740,540,<END>,<END>,+740-540-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
184,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1109,3480.1,Mohenjo-daro,SEAL:S,Zebu,Steatite,Poor,R/L,2,520,231,<END>,<END>,+520-231-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
185,closure_pole_route_needed,posthoc_closure_pole,820,false,1,M-1119,3490.1,Mohenjo-daro,SEAL:S,Zebu,Steatite,Good,R/L,2,740,803,741,<END>,+740-803-002-820-741+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
186,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1137,3504.1,Mohenjo-daro,SEAL:S,None,Steatite,Poor,R/L,2,740,904,<END>,<END>,+740-904-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
187,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1138,3505.1,Mohenjo-daro,SEAL:S,Rhin,Steatite,Fair,R/L,3,585,017,<END>,<END>,+740-585-017-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
188,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1139,3506.1,Mohenjo-daro,SEAL:S,Rhin,Steatite,Poor,R/L,3,416,621,<END>,<END>,+740-416-621-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
189,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-117,2644.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Fair,R/L,6,803,055,<END>,<END>,+520-033-705-220-803-055-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
190,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1306,3611.1,Mohenjo-daro,SEAL:R,None,Steatite,Fair,R/L,4,590,806,<END>,<END>,+740-405-590-806-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
191,closure_pole_route_needed,posthoc_closure_pole,820,false,1,M-160,2686.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,243,031,741,<END>,+151-243-031-002-820-741+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
192,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1675,2220.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,3,390,844,<END>,<END>,+621-390-844-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
193,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1716,2506.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,4,240,803,<END>,<END>,+520-220-240-803-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
194,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1721,2261.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,2,740,042,<END>,<END>,+740-042-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
195,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1729,2386.1,Mohenjo-daro,SEAL:S,Bull1:W,Faience,Good,R/L,2,390,003,<END>,<END>,+390-003-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
196,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1830,2435.1,Mohenjo-daro,SEAL:S,Bull1:X,Steatite,Poor,R/L,2,740,388,<END>,<END>,+740-388-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
197,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1911,2409.1,Mohenjo-daro,SEAL:S,Rhin,Steatite,Good,R/L,3,390,531,<END>,<END>,+621-390-531-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
198,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1955,2338.1,Mohenjo-daro,SEAL:R,None,Steatite,Fair,R/L,4,322,803,<END>,<END>,+390-920-322-803-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
199,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-1974,2278.1,Mohenjo-daro,SEAL:R,None,Steatite,Good,R/L,4,400,521,<END>,<END>,+064-031-400-521-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
200,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-200,2725.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,2,740,222,<END>,<END>,+740-222-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
201,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-260,2783.1,Mohenjo-daro,SEAL:S,Zebu,Faience,Good,R/L,4,220,014,<END>,<END>,+090-740-220-014-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
202,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-384,2880.1,Mohenjo-daro,SEAL:R,None,Steatite,Good,R/L,4,003,803,<END>,<END>,+740-900-003-803-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
203,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-385,2881.1,Mohenjo-daro,SEAL:R,None,Steatite,Good,R/L,2,407,004,<END>,<END>,+407-004-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
204,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-437,2929.1,Mohenjo-daro,TAG:P,Zebu,Clay,Fair,R/L,3,390,590,<END>,<END>,+740-390-590-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
205,closure_pole_route_needed,posthoc_closure_pole,820,true,0,M-50,2578.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,7,240,798,<END>,<END>,+740-585-017-033-705-240-798-002-820+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,Closure-pole sign 820 should be paired with branch-pole rows under comparable site/type/symbol/length conditions.
