object,site,region,type,material,shape,symbol,condition,complete,first_sign,target_position,text
M-1276,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,159,3,+159-243-001-740-325+
M-1288,Mohenjo-daro,Lower Indus,SEAL:R,NA,cuboid-convex,NA,Poor,?,090,1,+090-740-900-100[
M-1291,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Good,?,740,0,+740-222[
M-1301,Mohenjo-daro,Lower Indus,SEAL:R,NA,cuboid-convex,NA,Poor,N,740,0,+740-407-590-000[
M-1304,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Poor,?,740,0,+740-405-590-745[
M-1306,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Fair,Y,740,0,+740-405-590-806-002-820+
M-1307,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-460-503+
M-1308,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-032-055-001-407-004+
M-1310,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Fair,Y,407,3,+407-004-001-740-407-590-235+
M-1314,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,407,3,+407-016-001-740-923+
M-1318,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Fair,Y,740,0,+740-460-503-002-880+
M-1323,Mohenjo-daro,Lower Indus,SEAL:R,NA,cuboid-convex,NA,Fair,Y,740,0,+740-798-405-590-033-706-806+
M-1326,Mohenjo-daro,Lower Indus,SEAL:R,NA,cuboid-convex,NA,Poor,?,740,0,+740-585[
H-1442,Harappa,Inter-Riverine,POT:T:g,Clay,NA,NA,Poor,?,740,0,+740-335[
M-1328,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Poor,?,740,0,+740-388-807-033-705-233[
M-1337,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Good,?,407,2,+407-063-740[
M-1340,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Fair,N,354,2,+354-001-740-690-435-255-000[
M-1342,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,NA,Poor,Y,740,0,+740-680-090-585-017+
M-1343,Mohenjo-daro,Lower Indus,SEAL,Steatite,NA,NA,Poor,Y,740,0,+740-390-590-235-002-861+
M-1344,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,?,740,0,+740-407-220[
M-1346,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Poor,Y,740,0,+740-861-032-233-803-002-820+
M-1353,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid,NA,Good,?,740,0,+740-463-503-745[
M-1361,Mohenjo-daro,Lower Indus,SEAL,Steatite,NA,NA,Poor,N,740,0,+740-717-000[
M-1364,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Poor,N,740,0,+740-923-033-705-000[
M-1366,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Good,Y,740,0,+740-483-803-626-061+
M-1379,Mohenjo-daro,Lower Indus,POT:T:s,Clay,NA,NA,Fair,Y,740,0,+740-540-920+
M-1383,Mohenjo-daro,Lower Indus,TAG:R,Clay,NA,Bull1,Fair,Y,740,0,+740-575-017-031-741-060-920+
M-1385,Mohenjo-daro,Lower Indus,TAG:P,Clay,circular,Bull1,Poor,Y,740,0,+740-760-032-002-817+
M-1400,Mohenjo-daro,Lower Indus,TAB:B,Clay,rectangular-rounded,Mult,Poor,N,871,2,+871-000-740-368-002+
M-1402,Mohenjo-daro,Lower Indus,TAB:B,Terracotta,cuboid,Mult,Poor,N,000,3,+000-388-400-740-000-617+
M-1408,Mohenjo-daro,Lower Indus,TAB:B,Clay,cuboid,NA,Poor,Y,400,1,+400-740-033-503+
M-1418,Mohenjo-daro,Lower Indus,TAB:B,Faience,cuboid,NA,Fair,Y,740,0,+740-100-415-240+
M-1424,Mohenjo-daro,Lower Indus,TAB:B,NA,twisted cuboid,Gaur,Good,Y,740,0,+740-482-803-745-450-575+
M-1426,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,NA,Fair,Y,740,0,+740-760-036-220-415-798-002-861+
M-1429,Mohenjo-daro,Lower Indus,TAB:B,NA,prism,Mult,Good,Y,090,1,+090-740-792-740-220-003-803+
M-1782,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1,Poor,Y,740,0,+740-384+
M-1438,Mohenjo-daro,Lower Indus,SEAL:R,NA,semi-circular,NA,Poor,Y,400,1,+400-740-923-226-032+
M-1448,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Othr,Poor,Y,740,0,+740-176-233-831+
M-1450,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Othr,Poor,N,740,0,+740-220-233-000+
M-1452,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Othr,Poor,Y,740,0,+740-176-231-806+
M-1455,Mohenjo-daro,Lower Indus,TAB:C,NA,square,NA,Poor,N,740,0,+740-384-000-000+
M-1457,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,Loop,Fair,Y,790,1,+790-740-100-405-590+
M-1461,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,NA,Poor,Y,740,0,+740-798-233+
M-1465,Mohenjo-daro,Lower Indus,TAB:C,Copper,square,NA,Poor,Y,740,0,+740-773+
M-1474,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Bull,Poor,N,000,1,+000-740-690-435-255+
M-1475,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Buff,Fair,Y,424,4,+424-003-001-900-740-690-435-255+
M-1480,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,NA,Poor,Y,422,3,+422-003-900-740-690-435-255+
M-1477,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Bull,Poor,N,000,2,+000-900-740-690-000+
M-2042,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Elep,Good,Y,740,0,+740-923-033-706+
M-1499,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Othr,Poor,Y,740,0,+740-100-176-422-003+
M-1498,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Othr,Poor,N,790,1,+790-740-000-176-000-003+
-:3769.1,Ganweriwala,Inter-Riverine,TAG,Terracotta,twisted rectangular-rounded,NA,Poor,Y,740,0,+740-400-061-299-350-125-176+
M-1520,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Othr,Good,Y,740,0,+740-222-220-235+
M-1577,Mohenjo-daro,Lower Indus,POT:T:g,Clay,NA,NA,Poor,Y,740,0,+740-031-226+
M-1578,Mohenjo-daro,Lower Indus,POT:T:g,Clay,NA,NA,Poor,N,740,0,+740-000-104+
M-1597,Mohenjo-daro,Lower Indus,POT:T:g,Clay,NA,NA,Fair,?,740,0,+740-900-003-999-741-017-440[
M-1650,Mohenjo-daro,Lower Indus,ROD,Ivory,NA,NA,Fair,N,400,1,+400-740-760-032-033-000-550+
M-1654,Mohenjo-daro,Lower Indus,MISC,NA,NA,Bult,Fair,Y,740,0,+740-100-031+
M-859,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-760-017-503+
Ns-5,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,090,1,+090-740-220-016-002-820+
Ns-8,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-033-495+
Ns-9,Nausharo,Lower Indus,SEAL:S,Steatite,square,Comp,Poor,Y,740,0,+740-142-067/002-374-310-350-495-834+
Nd-1,Nindowari-damb,Iranian Plateau,SEAL:S,NA,square,Bull1:S,Good,Y,817,4,+817-220-632-066-740-760-026-060-257+
Pk-1,Pirak,Lower Indus,SEAL:S,NA,square,Bull1:L,Poor,?,740,0,+740-176-741-440-405[
-:3864.1,Ra's al-Junayz,Persian Gulf,POT:T:g,Clay,NA,NA,Poor,N,740,0,+740-029-220-000[
-:3866.1,Ra's al-Junayz,Persian Gulf,POT:T:g,Clay,NA,NA,Poor,?,740,0,]740-892-517+
Rgr-1,Rakhigarhi,Eastern Headwaters,SEAL:S,NA,square,Bull1:J,Fair,Y,740,0,+740-760-335-741-060-920+
-:3872.1,Rupar,Eastern Headwaters,TAG:L,Clay,NA,Bull1:J,Fair,Y,740,0,+740-877-032-235+
Sktd-2,Surkotada,Gujarat/Kutch,SEAL:S,NA,square,NA,Poor,Y,740,0,+740-060-390-803-740+
-:3889.1,Unknown,Other,SEAL:C,Steatite,circular,Gaur,Fair,Y,740,0,+740-740-001-550-467+
-:3890.1,Unknown,Other,SEAL:S,NA,square,Bull1:W,Poor,Y,740,0,+740-585-231-240-060-820+
-:3891.1,Unknown,Other,SEAL:S,NA,square,Bull1:J,Fair,Y,740,0,+740-100-415-927-060-920-031+
?-6,Unknown,Other,TAB:B,NA,rectangular,NA,Poor,Y,740,0,+740-702-061-002-817+
-:3896.1,Unknown,Other,SEAL:S,NA,square,Bull1:W,Good,Y,740,0,+740-222-235-002-820+
M-1666,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:W,Fair,Y,740,0,+740-690-435-255-742-615-380+
M-1669,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Fair,Y,740,0,+740-390+
M-1670,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:II,Good,Y,740,0,+740-760-001-233-002-861+
M-1698,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1:W,Good,Y,740,0,+740-482-033-705-002-861-803+
H-1021,Harappa,Inter-Riverine,SEAL:S,NA,square,Bull1:W,Good,Y,090,1,+090-740-235-741-572-368+
H-1024,Harappa,Inter-Riverine,SEAL:S,NA,square,Bull1:W,Good,Y,740,0,+740-443-388-231+
H-1037,Harappa,Inter-Riverine,SEAL:S,Steatite,square,Bull1:U,Fair,N,740,0,+740-904-032-002-000+
H-1044,Harappa,Inter-Riverine,SEAL:S,NA,square,Bull1:W,Poor,N,740,0,+740-615-920-000[
H-1048,Harappa,Inter-Riverine,SEAL:S,NA,square,Bull1:W,Poor,Y,740,0,+740-032-840-235-002-817+
H-1076,Harappa,Inter-Riverine,SEAL:R,NA,rectangular,NA,Good,Y,740,0,+740-611-706-002-820+
H-1079,Harappa,Inter-Riverine,SEAL:R,NA,rectangular-notched,NA,Fair,N,740,0,+740-390-590-002-000[
H-1126,Harappa,Inter-Riverine,TAB:B,NA,plano-convex,NA,?,Y,740,0,+740-850+
-:3952.1,Dholavira,Gujarat/Kutch,TAG,NA,NA,NA,Poor,Y,740,0,+740-220+
H-1120,Harappa,Inter-Riverine,TAB:B,NA,rectangular,NA,Poor,N,740,0,+740-000-000-705+
H-1132,Harappa,Inter-Riverine,TAB:B,NA,rectangular-rounded,NA,Poor,N,740,0,+740-482-000[
M-1773,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Bull1,Good,Y,740,0,+740-752-460-510+
M-1878,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Gaur,Poor,N,740,0,+740-000-031-000-820+
M-1894,Mohenjo-daro,Lower Indus,SEAL:S,NA,square,Zebu,Fair,Y,740,0,+740-440-233-002-413-368-031+
M-1958,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Fair,Y,740,0,+740-903-850-033-706-235+
M-1959,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Poor,N,740,0,+740-100-000-002-820+
M-1973,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Fair,Y,740,0,+740-575-017-233-550-002-861+
M-1979,Mohenjo-daro,Lower Indus,SEAL:R,NA,rectangular,NA,Good,Y,740,0,+740-923-013-820+
M-1992,Mohenjo-daro,Lower Indus,SEAL,NA,NA,NA,Fair,?,740,0,]740-328-240[
M-2012,Mohenjo-daro,Lower Indus,TAB:B,NA,circular,Bull1,Fair,Y,740,0,+740-900-005-002-570+
M-2021,Mohenjo-daro,Lower Indus,TAB:B,NA,rectangular-round,Mult,Fair,Y,095,2,+095-031-740-927+
M-1991,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,NA,Poor,N,000,1,+000-740-227-220-000[
M-2027,Mohenjo-daro,Lower Indus,TAB:B,NA,rectangular,Strokes,?,?,740,0,+740-442[
M-2030,Mohenjo-daro,Lower Indus,TAB:B,NA,elliptical,NA,Poor,Y,740,0,+740-585-803-240+
M-2045,Mohenjo-daro,Lower Indus,TAB:C,Copper,rectangular,Gaur,Good,N,740,0,+740-752-000-503+
M-2102,Mohenjo-daro,Lower Indus,ROD,Ivory,NA,NA,Fair,Y,740,0,+740-482-838+
M-2087,Mohenjo-daro,Lower Indus,ROD,Ivory,NA,NA,Poor,N,820,3,+820-000-032-740-904-002-861+
M-2103,Mohenjo-daro,Lower Indus,ROD,Ivory,NA,NA,Poor,N,400,1,+400-740-760-000-000+
H-1198,Harappa,Inter-Riverine,TAB:I,NA,rectangular,NA,Fair,Y,740,0,+740-061-001-031-820+
H-1342,Harappa,Inter-Riverine,TAB:I,NA,prism,Gavi+Bult,Poor,Y,090,1,+090-740-220+
H-1356,Harappa,Inter-Riverine,TAB:I,NA,rectangular,NA,Poor,N,740,0,+740-690-000-000+
H-1405,Harappa,Inter-Riverine,POT:T:g,Clay,NA,NA,Fair,N,000,2,]000-291-740[
H-1409,Harappa,Inter-Riverine,POT:T:g,Clay,NA,NA,Fair,N,740,0,+740-406-000[
-:4148.1,Rakhigarhi,Eastern Headwaters,SEAL:S,NA,NA,Bull1,Fair,N,740,0,+740-690-435-255-002-267-000-033+
-:4150.1,Dholavira,Gujarat/Kutch,SEAL,NA,NA,NA,Poor,N,740,0,+740-760-000-000[
-:4155.1,Gonur Depe,Central Asia,SEAL:S,Steatite,square,Elep,Good,Y,740,0,+740-390-590-125-220-235-002-285+
-:4161.1,Dholavira,Gujarat/Kutch,SEAL:R,NA,rectangular,NA,Good,Y,064,3,+064-004-013-740-176+
-:4162.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,Fair,Y,740,0,+740-760-001-233+
-:4165.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:V,Fair,Y,740,0,+740-840-416+
-:4182.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,NA,Bull1,Fair,Y,740,0,+740-390-590-231-002-705-530-904+
-:4183.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,Poor,Y,740,0,+740-798-233-742-175+
-:4184.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,square,Bull1,Fair,Y,740,0,+740-032-840-803+
-:4185.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,square,Rhin,Poor,N,000,3,+000-000-000-740-000+
-:4191.1,Dholavira,Gujarat/Kutch,SEAL,NA,NA,NA,Poor,N,740,0,]740-760-382/000-740-220-000[
-:4192.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,NA,Poor,N,740,0,+740-000-000-235+
-:4205.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Elep,Poor,N,740,0,+740-740-000-742+
-:4208.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Gaur,Fair,Y,740,0,+740-176-001-741-703-900-003+
-:4209.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Gaur,Fair,Y,740,0,+740-384-002-629-279+
-:4211.1,Dholavira,Gujarat/Kutch,SEAL,NA,NA,NA,Poor,Y,740,0,+740-100-235-002-817+
-:4213.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,?,Poor,N,151,1,+151-740-000[
-:4221.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:U,Fair,Y,740,0,+740-760-234-741-740-590+
-:4224.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,square,Bull1,Poor,Y,740,0,+740-235-220+
-:4226.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,Poor,Y,400,1,+400-740-920+
-:4227.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,square,Bull1,Poor,Y,740,0,+740-630-098-368-824+
-:4228.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1,Poor,N,740,0,+740-000-000-000-590+
-:4229.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,square,Bull1:V,Fair,Y,740,0,+740-390-590-220-463-240-001-820-060+
-:4236.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,square,Bull1:S,Fair,Y,740,0,+740-760-175-220-255+
-:4241.1,Dholavira,Gujarat/Kutch,SEAL,Steatite,NA,NA,Fair,N,000,1,]000-740-798-000[
-:4252.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,square,Bull1:V,Fair,N,740,0,+740-760-175-002-000[
-:4265.1,Dholavira,Gujarat/Kutch,SEAL:R,Steatite,rectangular,NA,Fair,N,000,2,]000-001-740-798-235+
-:4274.1,Dholavira,Gujarat/Kutch,SEAL:R,NA,rectangular,NA,Fair,Y,832,2,+832-001-740-176+
-:4277.1,Dholavira,Gujarat/Kutch,SEAL:R,NA,rectangular,NA,Poor,Y,740,0,+740-067-900-002-003+
-:4287.1,Dholavira,Gujarat/Kutch,SEAL:S,Steatite,NA,NA,Fair,Y,740,0,+740-798-706-061-060-550+
-:4302.1,Dholavira,Gujarat/Kutch,TAB:B,Terracotta,cuboid-convex,Scene,Good,Y,740,0,+740-519-002-900-630+
-:4307.1,Dholavira,Gujarat/Kutch,TAG,NA,NA,NA,Poor,N,000,4,+000-000-700-617-740[
-:4331.1,Dholavira,Gujarat/Kutch,TAG,NA,rectangular,NA,Poor,N,090,1,+090-740-055-000[
-:4332.2,Dholavira,Gujarat/Kutch,TAG,NA,NA,NA,Poor,N,000,1,+000-740-055-000[
-:4333.1,Dholavira,Gujarat/Kutch,TAG,NA,NA,NA,Poor,N,740,0,+740-585-000[
-:4335.2,Dholavira,Gujarat/Kutch,TAG:PC,NA,NA,NA,Fair,N,740,0,+740-032-840-220-000[
-:4347.1,Dholavira,Gujarat/Kutch,TAG,Clay,NA,NA,Poor,N,000,2,]000-803-740-000[
-:4348.1,Dholavira,Gujarat/Kutch,TAG,Clay,NA,NA,Poor,N,740,0,]740-142-000-002-861-390[
H-1292,Harappa,Inter-Riverine,TAB:I,Steatite,NA,NA,Poor,N,740,0,]740-000-390-520[
-:5216.1,Gola Dhoro (Bagasra),Gujarat/Kutch,SEAL:S,NA,square,Bull1:S,Poor,Y,090,1,+090-740-100-415-240-820-033+
-:5222.1,Girsu,Mesopotamia,SEAL:C,NA,circular,Gaur,?,N,740,0,+740-000-744-013-255+
-:5230.1,Karzakan,Persian Gulf,SEAL:C,NA,circular,Gaur,Poor,Y,740,0,+740/740+
-:5235.1,Lakhanjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,Fair,Y,740,0,+740-032-029-002-281+
-:5236.1,Lakhanjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,Good,Y,740,0,+740-405-590-060-146+
-:5243.1,Lakhanjo-daro,Lower Indus,TAG,Terracotta,rectangular-round,NA,Poor,N,740,0,+740-705-000-000+
-:5245.1,Lakhanjo-daro,Lower Indus,TAG,Terracotta,NA,Bull1,Poor,Y,740,0,+740-706+
-:5247.1,Lakhanjo-daro,Lower Indus,TAG,Terracotta,NA,NA,Poor,N,740,0,+740-706-365-000[
-:5252.1,Nuhato,Lower Indus,SEAL:R,NA,rectangular,NA,Poor,Y,740,0,+740-900-803+
C-91,Chanhu-daro,Lower Indus,POT:T:p,Clay,NA,NA,Good,Y,740,0,+740-177+
K-145,Kalibangan,Inter-Riverine,SEAL:S,NA,square,Bull1:J,Good,Y,740,0,+740-585-231-220-032-002-820+
K-190,Kalibangan,Inter-Riverine,POT:T:g,Clay,NA,NA,Poor,N,740,0,]740-840-645-000[
K-417,Kalibangan,Inter-Riverine,POT:T:g,Clay,NA,NA,Fair,?,400,1,]400-740-055+
K-418,Kalibangan,Inter-Riverine,POT:T:g,Clay,NA,NA,Poor,N,740,0,+740-000-035-140[
K-419,Kalibangan,Inter-Riverine,POT:T:g,Clay,NA,NA,Fair,N,740,0,]740-912-002-000[
K-424,Kalibangan,Inter-Riverine,POT:T:g,Clay,NA,NA,Poor,N,740,0,]740-752-000[
Ns-54,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1:J,Fair,Y,740,0,+740-222-002-817+
Ns-58,Nausharo,Lower Indus,SEAL:S,Steatite,square,Gaur,Fair,Y,740,0,+740-760-032+
Ns-60,Nausharo,Lower Indus,SEAL:R,Steatite,rectangular,NA,Fine,Y,407,2,+407-063-740-176-236-798-002-297-350-125-413+
Ns-63,Nausharo,Lower Indus,POT:T:g,Clay,NA,NA,Poor,Y,795,2,+795-400-740+
Ns-65,Nausharo,Lower Indus,POT:T:g,Clay,NA,NA,Poor,N,740,0,+740-090-413-000+
Ns-66,Nausharo,Lower Indus,POT:T:g,Clay,NA,NA,Fair,N,033,4,+033-999-400-090-740-100-000-002-892-000-002+
Ns-68,Nausharo,Lower Indus,POT:T:g,Clay,NA,NA,Poor,Y,740,0,+740-861+
Ns-87,Nausharo,Lower Indus,SEAL:S,Steatite,square,Bull1,Fair,Y,740,0,+740-384-031-950-001-741-257-840+
M-493,Mohenjo-daro,Lower Indus,TAB:B,Clay,prism,Mult,Poor,N,004,1,+004-740-000-503-000-625+
-:5438.1,Tigrana,Inter-Riverine,TAG,Clay,square,Bull1,Poor,N,740,0,+740-000-032-000-000+
MQ-11,Miri Qalat,Iranian Plateau,SEAL:S,Steatite,square,Bull1:I,Fair,Y,740,0,+740-742+
M-1387,Mohenjo-daro,Lower Indus,TAG:L,Clay,circular,Bull1,Poor,N,000,1,+000/740-000-000+
M-1999,Mohenjo-daro,Lower Indus,POT:T:s,Clay,NA,NA,Poor,Y,740,0,+740-424+
-:5574.1,Unknown,Other,SEAL:S,NA,square,Bull:i:J,Fair,N,740,0,+740-861-877-741-000+
-:5583.1,Dholavira,Gujarat/Kutch,POT:T:g,terracotta,NA,NA,Poor,?,740,0,]740-081[
-:5586.1,Unknown,Other,SEAL:R,NA,NA,NA,NA,Y,740,0,+740-154-017-060-130-035-171+
