id,cisi,site,region,type,material,shape,symbol,cult,condition,complete,dir,class,text,text_dedup_key,strict_complete_closed,idx_002,prev1_before_002,prev2_before_002,y_after_002,next1_after_y,next2_after_y,post_y_len,y_terminal,continuation_class,context_scope
3156.1,M-732,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:V,RAF,Good,Y,R/L,MT,+520-400-350-002-817+,520 400 350 002 817,true,3,350,400,817,<END>,<END>,0,true,terminal,other_after_002
3159.1,M-735,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:U,HAF,Poor,Y,R/L,LP,+740-760-235-002-390-125-195+,740 760 235 002 390 125 195,true,3,235,760,390,125,195,2,false,multi_token_continuation,other_after_002
3163.1,M-739,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:J,RAF,Fair,Y,R/L,IT,+090-740-100-415-002-031-350-550-692+,090 740 100 415 002 031 350 550 692,true,4,415,100,031,350,550,3,false,multi_token_continuation,other_after_002
3179.1,M-756,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,-,Poor,Y,R/L,IT,+740-100-176-002-812-031+,740 100 176 002 812 031,true,3,176,100,812,031,<END>,1,false,one_token_continuation,other_after_002
3184.1,M-761,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,?,R/L,UC,]002-741-455-125+,002 741 455 125,false,0,<START>,<START>,741,455,125,2,false,multi_token_continuation,other_after_002
3190.1,M-776,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Fair,Y,R/L,LP,+740-032-840-585-017-002-817+,740 032 840 585 017 002 817,true,5,017,585,817,<END>,<END>,0,true,terminal,other_after_002
3194.1,M-780,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SBN,Poor,Y,R/L,IT,+740-773-156-002-820+,740 773 156 002 820,true,3,156,773,820,<END>,<END>,0,true,terminal,other_after_002
3195.1,M-781,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,IT,+520-033-706-002-861+,520 033 706 002 861,true,3,706,033,861,<END>,<END>,0,true,terminal,other_after_002
3197.1,M-783,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+151-061-002-861+,151 061 002 861,true,2,061,151,861,<END>,<END>,0,true,terminal,other_after_002
3199.1,M-785,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Poor,Y,R/L,IT,+740-255-705-002-861+,740 255 705 002 861,true,3,705,255,861,<END>,<END>,0,true,terminal,other_after_002
3201.1,M-787,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Poor,N,R/L,??,+151-000-002-000+,151 000 002 000,false,2,000,151,000,<END>,<END>,0,true,terminal,other_after_002
3202.1,M-788,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:J,SAN,Fair,Y,R/L,SP,+740-482-235-002-824+,740 482 235 002 824,true,3,235,482,824,<END>,<END>,0,true,terminal,other_after_002
3206.1,M-792,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,IT,+679-740-575-017-002-817+,679 740 575 017 002 817,true,4,017,575,817,<END>,<END>,0,true,terminal,other_after_002
3207.1,M-793,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:W,SAN,Poor,Y,R/L,LP,+740-388-235-240-798-002-861+,740 388 235 240 798 002 861,true,5,798,240,861,<END>,<END>,0,true,terminal,other_after_002
3208.1,M-794,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,SP,+804-231-002-861+,804 231 002 861,true,2,231,804,861,<END>,<END>,0,true,terminal,other_after_002
3209.1,M-795,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAN,Poor,Y,R/L,IT,+156-260-002-817+,156 260 002 817,true,2,260,156,817,<END>,<END>,0,true,terminal,other_after_002
3217.1,M-803,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,SAN,Poor,Y,R/L,IM,+390-005-002-817+,390 005 002 817,true,2,005,390,817,<END>,<END>,0,true,terminal,other_after_002
3222.1,M-809,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,SAN,Good,Y,R/L,IT,+520-460-495-002-595-906+,520 460 495 002 595 906,true,3,495,460,595,906,<END>,1,false,one_token_continuation,other_after_002
3226.1,M-813,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:S,SAN,Good,Y,R/L,IT,+161-390-590-002-861+,161 390 590 002 861,true,3,590,390,861,<END>,<END>,0,true,terminal,other_after_002
3228.1,M-815,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:W,SAN,Good,Y,R/L,SP,+520-070-233-798-002-861+,520 070 233 798 002 861,true,4,798,233,861,<END>,<END>,0,true,terminal,other_after_002
3229.1,M-816,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,Y,R/L,IT,+740-690-435-255-002-817+,740 690 435 255 002 817,true,4,255,435,817,<END>,<END>,0,true,terminal,other_after_002
3232.1,M-819,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Good,Y,R/L,SP,+520-233-240-803-002-817+,520 233 240 803 002 817,true,4,803,240,817,<END>,<END>,0,true,terminal,other_after_002
3236.1,M-823,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,Y,R/L,IT,+740-061-002-817+,740 061 002 817,true,2,061,740,817,<END>,<END>,0,true,terminal,other_after_002
3238.1,M-825,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Poor,?,R/L,UC,]002-817+,002 817,false,0,<START>,<START>,817,<END>,<END>,0,true,terminal,other_after_002
3239.1,M-827,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Fair,N,R/L,??,+226-240-002-000[,226 240 002 000,false,2,240,226,000,<END>,<END>,0,true,terminal,other_after_002
3245.1,M-833,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,SP,+527-550-740-240-002-808+,527 550 740 240 002 808,true,4,240,740,808,<END>,<END>,0,true,terminal,other_after_002
3246.1,M-834,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:J,SAN,Good,Y,R/L,IT,+151-390-590-900-002-861+,151 390 590 900 002 861,true,4,900,590,861,<END>,<END>,0,true,terminal,other_after_002
3247.1,M-835,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,SAN,Poor,N,R/L,??,+090-740-035-171-000-002-817+,090 740 035 171 000 002 817,false,5,000,171,817,<END>,<END>,0,true,terminal,other_after_002
3251.1,M-839,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,SAN,Good,Y,R/L,IT,+740-100-415-002-817+,740 100 415 002 817,true,3,415,100,817,<END>,<END>,0,true,terminal,other_after_002
3257.1,M-845,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,S,Poor,N,R/L,??,+000-061-002-460-632+,000 061 002 460 632,false,2,061,000,460,632,<END>,1,false,one_token_continuation,other_after_002
3261.1,M-849,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAN,Good,Y,R/L,IT,+151-350-002-550-615+,151 350 002 550 615,true,2,350,151,550,615,<END>,1,false,one_token_continuation,other_after_002
3262.1,M-850,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:L,RAN,Fair,Y,R/L,IT,+740-100-415-002-861+,740 100 415 002 861,true,3,415,100,861,<END>,<END>,0,true,terminal,other_after_002
3263.1,M-851,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,RAN,Fair,Y,R/L,IT,+621-740-390-590-002-817+,621 740 390 590 002 817,true,4,590,390,817,<END>,<END>,0,true,terminal,other_after_002
3265.1,M-853,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,RAN,Fair,Y,R/L,IT,+090-740-792-002-817+,090 740 792 002 817,true,3,792,740,817,<END>,<END>,0,true,terminal,other_after_002
3267.1,M-855,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Fair,Y,R/L,LC,+861-260-832-390-590-002-817-690-544+,861 260 832 390 590 002 817 690 544,true,5,590,390,817,690,544,2,false,multi_token_continuation,other_after_002
3277.1,M-866,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,SAN,Poor,N,R/L,??,+740-482-233-002-000+,740 482 233 002 000,false,3,233,482,000,<END>,<END>,0,true,terminal,other_after_002
3278.1,M-868,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:W,SAN,Fair,Y,R/L,LP,+520-033-705-231-220-002-817+,520 033 705 231 220 002 817,true,5,220,231,817,<END>,<END>,0,true,terminal,other_after_002
3279.1,M-869,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:S,SAN,Poor,Y,R/L,IT,+740-100-415-002-861+,740 100 415 002 861,true,3,415,100,861,<END>,<END>,0,true,terminal,other_after_002
3281.1,M-872,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1:I,SAF,Poor,Y,R/L,IM,+390-016-002-824+,390 016 002 824,true,2,016,390,824,<END>,<END>,0,true,terminal,other_after_002
3295.1,M-889,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:I,RBF,Poor,Y,R/L,IT,+740-384-032-803-002-820+,740 384 032 803 002 820,true,4,803,032,820,<END>,<END>,0,true,terminal,other_after_002
3300.1,M-895,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,IT,+740-048-002-817+,740 048 002 817,true,2,048,740,817,<END>,<END>,0,true,terminal,other_after_002
3302.1,M-897,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,SP,+527-550-235-002-817+,527 550 235 002 817,true,3,235,550,817,<END>,<END>,0,true,terminal,other_after_002
3305.1,M-900,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,LP,+740-390-590-233-220-415-798-838-002-820+,740 390 590 233 220 415 798 838 002 820,true,8,838,798,820,<END>,<END>,0,true,terminal,other_after_002
3306.1,M-901,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,SP,+090-125-002-861+,090 125 002 861,true,2,125,090,861,<END>,<END>,0,true,terminal,other_after_002
3307.1,M-902,Mohenjo-daro,Lower Indus,SEAL:S,-,square,-,-,Poor,N,R/L,??,+740-798-002-000-090+,740 798 002 000 090,false,2,798,740,000,090,<END>,1,false,one_token_continuation,other_after_002
3308.1,M-903,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,IT,+740-772-002-817+,740 772 002 817,true,2,772,740,817,<END>,<END>,0,true,terminal,other_after_002
3315.1,M-918,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1,SAN,Poor,Y,R/L,IM,+390-869-002-861+,390 869 002 861,true,2,869,390,861,<END>,<END>,0,true,terminal,other_after_002
3320.1,M-924,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,SAN,Fair,N,R/L,??,+000-772-002-817+,000 772 002 817,false,2,772,000,817,<END>,<END>,0,true,terminal,other_after_002
3329.1,M-934,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:W,SAF,Good,Y,R/L,SP,+526-555-235-002-861+,526 555 235 002 861,true,3,235,555,861,<END>,<END>,0,true,terminal,other_after_002
3332.1,M-937,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,S,Fair,Y,R/L,IT,+740-460-503-031-002-900-615+,740 460 503 031 002 900 615,true,4,031,503,900,615,<END>,1,false,one_token_continuation,other_after_002
3335.1,-,Unknown,Other,SEAL:S,-,square,Bull1:J,RAF,Good,Y,R/L,MS,+740-205-032-002-390-590-032+,740 205 032 002 390 590 032,true,3,032,205,390,590,032,2,false,continues_with_later_032,after_032
3336.1,M-941,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:S,SAN,Good,N,R/L,??,+000-642-240-031-002-861+,000 642 240 031 002 861,false,4,031,240,861,<END>,<END>,0,true,terminal,other_after_002
3343.1,M-948,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,S,Fair,Y,R/L,MS,+426-003-002-388-031+,426 003 002 388 031,true,2,003,426,388,031,<END>,1,false,one_token_continuation,other_after_002
3352.1,M-957,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1,-,Poor,Y,R/L,IT,+740-760-705-002-577+,740 760 705 002 577,true,3,705,760,577,<END>,<END>,0,true,terminal,other_after_002
3353.1,M-958,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull1:J,RAF,Good,Y,R/L,IT,+740-772-240-002-900-003-590+,740 772 240 002 900 003 590,true,3,240,772,900,003,590,2,false,multi_token_continuation,other_after_002
3372.1,M-979,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,Bull1:J,RAN,Good,Y,R/L,2L,+740-773-240/002-900-003-590+,740 773 240 002 900 003 590,false,3,240,773,900,003,590,2,false,multi_token_continuation,other_after_002
3394.1,M-1002,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Bull1,-,Poor,Y,R/L,IT,+740-373-031-002-315-850+,740 373 031 002 315 850,true,3,031,373,315,850,<END>,1,false,one_token_continuation,other_after_002
3409.1,M-1027,Mohenjo-daro,Lower Indus,SEAL:S,-,square,-,-,Poor,N,R/L,??,+740-176-220-415-002-435-000[,740 176 220 415 002 435 000,false,4,415,220,435,000,<END>,1,false,one_token_continuation,other_after_002
3421.1,M-1044,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Bull,-,Poor,Y,R/L,SP,+520-220-032-002-861+,520 220 032 002 861,true,3,032,220,861,<END>,<END>,0,true,terminal,after_032
3422.1,M-1045,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,-,-,Poor,N,R/L,??,+740-100-415-070-032-002-820-000+,740 100 415 070 032 002 820 000,false,5,032,070,820,000,<END>,1,false,one_token_continuation,after_032
3430.1,M-1055,Mohenjo-daro,Lower Indus,SEAL,Steatite,-,-,-,Poor,N,R/L,??,+000-850-140-388-002-000[,000 850 140 388 002 000,false,4,388,140,000,<END>,<END>,0,true,terminal,other_after_002
3437.1,M-1063,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,-,-,Poor,Y,R/L,IM,+407-004-002-861+,407 004 002 861,true,2,004,407,861,<END>,<END>,0,true,terminal,other_after_002
3448.1,M-1074,Mohenjo-daro,Lower Indus,SEAL,-,-,-,-,Poor,N,R/L,??,]002-000[,002 000,false,0,<START>,<START>,000,<END>,<END>,0,true,terminal,other_after_002
3456.1,M-1082,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,-,-,Poor,N,R/L,??,]000-235-002-065-834+,000 235 002 065 834,false,2,235,000,065,834,<END>,1,false,one_token_continuation,other_after_002
3459.1,M-1085,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,LP,+740-100-415-798-460-350-002-817+,740 100 415 798 460 350 002 817,true,6,350,460,817,<END>,<END>,0,true,terminal,other_after_002
3462.1,M-1088,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Good,Y,R/L,IT,+740-540-002-820+,740 540 002 820,true,2,540,740,820,<END>,<END>,0,true,terminal,other_after_002
3463.1,M-1089,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Fair,Y,R/L,IT,+151-390-590-002-374-840+,151 390 590 002 374 840,true,3,590,390,374,840,<END>,1,false,one_token_continuation,other_after_002
3478.1,M-1107,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Good,N,R/L,??,+565-740-240-103-002-000+,565 740 240 103 002 000,false,4,103,240,000,<END>,<END>,0,true,terminal,other_after_002
3480.1,M-1109,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,-,Poor,Y,R/L,SP,+520-231-002-820+,520 231 002 820,true,2,231,520,820,<END>,<END>,0,true,terminal,other_after_002
3481.1,M-1110,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Poor,Y,R/L,IT,+740-615-104-002-817+,740 615 104 002 817,true,3,104,615,817,<END>,<END>,0,true,terminal,other_after_002
3483.1,M-1112,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Fair,Y,R/L,2L,+740-585-220/002-130-035-171+,740 585 220 002 130 035 171,false,3,220,585,130,035,171,2,false,multi_token_continuation,other_after_002
3485.1,M-1114,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Poor,Y,R/L,IT,+740-140-002-741-060-920+,740 140 002 741 060 920,true,2,140,740,741,060,920,2,false,multi_token_continuation,other_after_002
3486.1,M-1115,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,-,Poor,Y,R/L,SP,+740-335-233-002-861+,740 335 233 002 861,true,3,233,335,861,<END>,<END>,0,true,terminal,other_after_002
3490.1,M-1119,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Zebu,None,Good,Y,R/L,IT,+740-803-002-820-741+,740 803 002 820 741,true,2,803,740,820,741,<END>,1,false,one_token_continuation,other_after_002
3495.1,M-1126,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Buff,Trough,Poor,N,R/L,??,+820/000-000-031-002-817+,820 000 000 031 002 817,false,4,031,000,817,<END>,<END>,0,true,terminal,other_after_002
3502.1,M-1135,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,SAN,Good,Y,R/L,IT,+740-061-002-400-703+,740 061 002 400 703,true,2,061,740,400,703,<END>,1,false,one_token_continuation,other_after_002
3503.1,M-1136,Mohenjo-daro,Lower Indus,SEAL:S,-,square,Rhin,Trough,Poor,?,R/L,UC,]740-717-240-002-820+,740 717 240 002 820,false,3,240,717,820,<END>,<END>,0,true,terminal,other_after_002
3504.1,M-1137,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Poor,Y,R/L,IT,+740-904-002-820+,740 904 002 820,true,2,904,740,820,<END>,<END>,0,true,terminal,other_after_002
3505.1,M-1138,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,Trough,Fair,Y,R/L,IT,+740-585-017-002-820+,740 585 017 002 820,true,3,017,585,820,<END>,<END>,0,true,terminal,other_after_002
3506.1,M-1139,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Rhin,-,Poor,Y,R/L,IT,+740-416-621-002-820+,740 416 621 002 820,true,3,621,416,820,<END>,<END>,0,true,terminal,other_after_002
3509.1,M-1148,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Good,Y,R/L,SP,+520-220-002-861+,520 220 002 861,true,2,220,520,861,<END>,<END>,0,true,terminal,other_after_002
3511.1,M-1150,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Poor,Y,R/L,SP,+621-520-231-240-002-456+,621 520 231 240 002 456,true,4,240,231,456,<END>,<END>,0,true,terminal,other_after_002
3513.1,M-1152,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,Trough,Good,Y,R/L,SP,+740-032-840-235-002-861+,740 032 840 235 002 861,true,4,235,840,861,<END>,<END>,0,true,terminal,other_after_002
3516.1,M-1155,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Good,Y,R/L,MS,+740-760-335-002-033-705+,740 760 335 002 033 705,true,3,335,760,033,705,<END>,1,false,one_token_continuation,other_after_002
3519.1,M-1159,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Good,Y,R/L,SP,+232-220-032-002-168-032+,232 220 032 002 168 032,true,3,032,220,168,032,<END>,1,false,one_token_continuation,after_032
3520.1,M-1160,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Fair,N,R/L,??,+000-136-031-002-861+,000 136 031 002 861,false,3,031,136,861,<END>,<END>,0,true,terminal,other_after_002
3521.1,M-1161,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Elep,None,Good,Y,R/L,SP,+520-233-031-002-861+,520 233 031 002 861,true,3,031,233,861,<END>,<END>,0,true,terminal,other_after_002
3526.1,M-1166,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Tigr,Trough,Good,Y,R/L,SP,+740-923-240-002-817+,740 923 240 002 817,true,3,240,923,817,<END>,<END>,0,true,terminal,other_after_002
3529.1,M-1169,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Comp,None,Good,Y,R/L,2L,+520-033-705-220-032/231-072-002-270-633-032+,520 033 705 220 032 231 072 002 270 633 032,false,7,072,231,270,633,032,2,false,continues_with_later_032,other_after_002
3533.1,M-1177,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,CompBull,None,Good,Y,R/L,IT,+740-760-002-817+,740 760 002 817,true,2,760,740,817,<END>,<END>,0,true,terminal,other_after_002
3534.1,M-1178,Mohenjo-daro,Lower Indus,SEAL:S,Faience,square,None,None,Poor,N,-,??,+002-820-906-000[,002 820 906 000,false,0,<START>,<START>,820,906,000,2,false,multi_token_continuation,other_after_002
3539.1,M-1188,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,None,None,Poor,N,R/L,??,]000/000-125-632-032/240-002-244-632+,000 000 125 632 032 240 002 244 632,false,6,240,032,244,632,<END>,1,false,one_token_continuation,other_after_002
3540.1,M-1189,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,-,-,Poor,N,R/L,??,]861-892-692/000-220-002-824[,861 892 692 000 220 002 824,false,5,220,000,824,<END>,<END>,0,true,terminal,other_after_002
3556.2,M-1206,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,None,Good,Y,R/L,IT,+740-690-435-255-002-861+,740 690 435 255 002 861,true,4,255,435,861,<END>,<END>,0,true,terminal,other_after_002
3561.1,M-1226,Mohenjo-daro,Lower Indus,SEAL:S,Steatite,square,Gaur,Trough,Fair,Y,R/L,LP,+520-033-705-235-233-002-817+,520 033 705 235 233 002 817,true,5,233,235,817,<END>,<END>,0,true,terminal,other_after_002
3570.1,M-1263,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Poor,N,R/L,??,+000-740-000-520-480-002-570+,000 740 000 520 480 002 570,false,5,480,520,570,<END>,<END>,0,true,terminal,other_after_002
3574.1,M-1267,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Poor,Y,R/L,IT,+416-001-740-720-175-002-861+,416 001 740 720 175 002 861,true,5,175,720,861,<END>,<END>,0,true,terminal,other_after_002
3575.1,M-1268,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,Y,R/L,IT,+740-455-176-002-817+,740 455 176 002 817,true,3,176,455,817,<END>,<END>,0,true,terminal,other_after_002
3580.1,M-1273,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,Y,R/L,IT,+740-055-002-861-603+,740 055 002 861 603,true,2,055,740,861,603,<END>,1,false,one_token_continuation,other_after_002
3589.1,M-1284,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Poor,Y,R/L,LP,+416-001-520-240-806-002-502-031+,416 001 520 240 806 002 502 031,true,5,806,240,502,031,<END>,1,false,one_token_continuation,other_after_002
3602.1,M-1297,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid-convex,None,None,Poor,?,R/L,UC,]806-002-824+,806 002 824,false,1,806,<START>,824,<END>,<END>,0,true,terminal,other_after_002
3604.1,M-1299,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,Y,R/L,LP,+527-550-033-705-233-002-817+,527 550 033 705 233 002 817,true,5,233,705,817,<END>,<END>,0,true,terminal,other_after_002
3611.1,M-1306,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fair,Y,R/L,SP,+740-405-590-806-002-820+,740 405 590 806 002 820,true,4,806,590,820,<END>,<END>,0,true,terminal,other_after_002
3616.1,M-1311,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,Y,R/L,IT,+520-400-354-002-817+,520 400 354 002 817,true,3,354,400,817,<END>,<END>,0,true,terminal,other_after_002
3623.1,M-1318,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Fair,Y,R/L,IT,+740-460-503-002-880+,740 460 503 002 880,true,3,503,460,880,<END>,<END>,0,true,terminal,other_after_002
3624.1,M-1319,Mohenjo-daro,Lower Indus,SEAL:R,-,cuboid-convex,None,None,Poor,?,R/L,UC,]798-806-002-904-346+,798 806 002 904 346,false,2,806,798,904,346,<END>,1,false,one_token_continuation,other_after_002
3646.1,M-1341,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,rectangular,None,None,Good,Y,R/L,SC,+016-002-595-342-632+,016 002 595 342 632,true,1,016,<START>,595,342,632,2,false,multi_token_continuation,other_after_002
3648.1,M-1343,Mohenjo-daro,Lower Indus,SEAL,Steatite,-,None,None,Poor,Y,R/L,SP,+740-390-590-235-002-861+,740 390 590 235 002 861,true,4,235,590,861,<END>,<END>,0,true,terminal,other_after_002
3650.1,M-1346,Mohenjo-daro,Lower Indus,SEAL:R,-,rectangular,None,None,Poor,Y,R/L,LP,+740-861-032-233-803-002-820+,740 861 032 233 803 002 820,true,5,803,233,820,<END>,<END>,0,true,terminal,other_after_002
3654.1,M-1354,Mohenjo-daro,Lower Indus,SEAL:R,Steatite,cuboid,None,None,Poor,N,R/L,??,]000-002-820+,000 002 820,false,1,000,<START>,820,<END>,<END>,0,true,terminal,other_after_002
3657.1,M-1358,Mohenjo-daro,Lower Indus,SEAL:R,-,cuboid,None,None,Poor,Y,R/L,SC,+032-002-900-285+,032 002 900 285,true,1,032,<START>,900,285,<END>,1,false,one_token_continuation,after_032
3668.1,M-1369,Mohenjo-daro,Lower Indus,SEAL:C,Steatite,circular,None,None,Poor,N,R/L,??,]000-055-592-140-832-002-060-820[,000 055 592 140 832 002 060 820,false,5,832,140,060,820,<END>,1,false,one_token_continuation,other_after_002
3670.1,M-1371,Mohenjo-daro,Lower Indus,POT:T:s,Clay,-,None,None,Poor,Y,R/L,IT,+527-550-002-370+,527 550 002 370,true,2,550,527,370,<END>,<END>,0,true,terminal,other_after_002
3677.1,M-1381,Mohenjo-daro,Lower Indus,POT:T:s,Clay,-,None,None,Fair,Y,R/L,IT,+527-550-002-370+,527 550 002 370,true,2,550,527,370,<END>,<END>,0,true,terminal,other_after_002
3681.1,M-1385,Mohenjo-daro,Lower Indus,TAG:P,Clay,circular,Bull1,-,Poor,Y,R/L,SP,+740-760-032-002-817+,740 760 032 002 817,true,3,032,760,817,<END>,<END>,0,true,terminal,after_032
3681.2,M-1385,Mohenjo-daro,Lower Indus,TAG:P,Clay,circular,Bull1,-,Poor,?,R/L,UC,+740-760-032-002-817[,740 760 032 002 817,false,3,032,760,817,<END>,<END>,0,true,terminal,after_032
3681.3,M-1385,Mohenjo-daro,Lower Indus,TAG:P,Clay,circular,Bull1,-,Poor,Y,R/L,SP,+740-760-032-002-817+,740 760 032 002 817,true,3,032,760,817,<END>,<END>,0,true,terminal,after_032
