edge,text_families,terminal_families,terminal_share,sites,types,examples
350-125,3,0,0,3,3,+226-003-002-297-350-125-413+ | +740-400-061-299-350-125-176+ | +407-063-740-176-236-798-002-297-350-125-413+
368-005,3,0,0,3,2,+167-705-368-005-741-060-920+ | +368-005-002-590-455+ | +368-005-741-060-920+
388-717,3,0,0,3,2,+154-388-717-705+ | +400-740-388-717-705+ | +154-388-717-706+
400-390,3,0,0,2,2,+375-400-390-632+ | +400-390-844+ | +400-390-004+
407-063,3,0,0,2,2,+407-063-845-240-798+ | +407-063-520-095+ | +407-063-740-176-236-798-002-297-350-125-413+
415-060,3,0,0,2,2,+520-220-415-060-920+ | +520-220-415-060-820+ | +527-550-033-705-220-415-060-550+
415-741,3,0,0,2,2,+595-820-100-415-741-315-850+ | +740-100-415-741-060-920+ | +740-798-220-415-741-072+
416-001,3,0,0,1,2,+416-001-565-740-220-032-002-861+ | +416-001-740-720-175-002-861+ | +416-001-520-240-806-002-502-031+
443-388,3,0,0,1,2,+740-443-388-033-705-233-002-817+ | +407-004-001-740-443-388-140+ | +740-443-388-231+
463-350,3,0,0,2,1,+740-798-463-350-741-590-032+ | +871-740-643/740-798-463-350-002-374-575+ | +740-798-463-350-742-706-032+
495-002,3,0,0,2,2,+740-615-495-002-825+ | +740-615-495-002-817+ | +520-460-495-002-595-906+
495-240,3,0,0,3,2,+740-752-463-495-240-415+ | +740-615-495-240-002-861+ | +520-070-495-240-060-297-368-632-032+
504-350,3,0,0,2,2,+504-350-741-060-920+ | +504-350-240-741-060-920+ | +504-350-240-002-861+
519-002,3,0,0,2,2,+740-519-002-861+ | +520-220-415-519-002-817+ | +740-519-002-900-630+
520-072,3,0,0,2,2,+520-072-219+ | +520-072-233-740-798-002-861-832+ | +520-072-921+
526-550,3,0,0,1,2,+526-550-233+ | +526-550-220+ | +526-550-060-820+
526-555,3,0,0,3,2,+526-555-235+ | +526-555-060-550+ | +526-555-235-002-861+
527-554,3,0,0,3,2,+527-554-298-368-634+ | +527-554-104+ | +527-554-001-297-190+
543-350,3,0,0,2,1,+871-947/400-740-543-350-895-785-220-335+ | +368-001-550/740-543-350-002-820+ | +874-543-350/520-001-741-794-324+
550-002,3,0,0,2,3,+527-550-002-125-590+ | +527-550-002-370+ | +740-575-017-233-550-002-861+
550-240,3,0,0,1,1,+527-550-240-002-817+ | +527-550-240-220-032-002-300-350-032-190+ | +527-550-240-220-255-812-906-388+
555-231,3,0,0,3,2,+527-555-231-002-817+ | +527-555-231-235+ | +527-555-231-240-798+
555-233,3,0,0,3,2,+405-061-527-555-233-235-806-002-817+ | +400-527-555-233-235+ | +555-233-002-820+
590-060,3,0,0,2,2,+740-390-590-060-550+ | +740-390-590-060-795+ | +740-405-590-060-146+
590-233,3,0,0,1,1,+740-390-590-233-002-368-202-892-371+ | +740-390-590-233-231-002-107+ | +740-390-590-233-220-415-798-838-002-820+
590-407,3,0,0,2,1,+590-407-790-440+ | +590-407-790-032+ | +590-407-790-001-746+
595-420,3,0,0,2,2,+595-420-717-745+ | +400-595-420-125-032-820-920-140+ | +595-420-706-140+
595-575,3,0,0,2,2,+820-595-575-692+ | +595-575-704-140+ | +679-740-220-032-806-001-595-575-001-095+
595-820,3,0,0,2,2,+595-820-100-415-741-315-850+ | +294-350-595-820-002-820+ | +595-820-706+
597-032,3,0,0,1,1,+617-142-597-032-905+ | +617-142-597-032-905/407-004-002-365-460-495+ | +617-142-597-032-904+
621-390,3,0,0,1,1,+621-390-844-002-820+ | +621-390-531-002-820+ | +621-390-004-002-817+
621-520,3,0,0,1,1,+621-520-220-002-817+ | +621-520-220-060-880+ | +621-520-231-240-002-456+
690-368,3,0,0,1,2,+690-368-817+ | +700-032-690-368-817+ | +700-034-690-368-817+
690-436,3,0,0,2,2,+740-407-590-690-436-255-920-318-220-415-803+ | +740-690-436-255+ | +400-740-690-436-255+
705-060,3,0,0,2,2,+090-740-255-705-060-550+ | +740-923-033-705-060-692+ | +520-033-705-060-820+
706-231,3,0,0,2,1,+520-033-706-231-415-803+ | +520-033-706-231-806-002-817+ | +740-923-070-032-033-706-231-242-002-861-901+
711-335,3,0,0,1,1,+700-033-711-335-575-413+ | +033-711-335-575-413+ | +740-033-711-335-575-413+
717-002,3,0,0,2,1,+740-140-717-002-298-741+ | +384-575/892-706-717-002-861+ | +226-803-717-002-764+
740-007,3,0,0,2,2,+740-007-503-626-484+ | +740-007-503-002-817+ | +740-007-503+
740-033,3,0,0,3,2,+740-033-711-335-575-413+ | +400-740-033-503+ | +740-033-495+
740-035,3,0,0,2,1,+090-740-035-171-061+ | +090-740-035-171-061-031-002-069+ | +400-090-740-035-171-061+
740-060,3,0,0,3,1,+161-390-590-031-740-060-920+ | +600-740-060-920+ | +740-060-390-803-740+
740-067,3,0,0,3,3,+740-067-741-647-892+ | +400-740-067-100+ | +740-067-900-002-003+
740-463,3,0,0,3,4,+400-740-463-495+ | +740-463-503+ | +450-617-033/740-463-510-741-252-791+
740-642,3,0,0,1,1,+740-642-240-060-692+ | +740-642-240-204-705-621+ | +740-642-240-001-692+
740-643,3,0,0,2,1,+740-643-240-002-861+ | +740-643-240+ | +871-740-643/740-798-463-350-002-374-575+
740-879,3,0,0,2,1,+244-165/740-879-220-416-803-002-861+ | +740-879-220-415-002-287-140+ | +740-879-233+
745-060,3,0,0,2,2,+740-390-590-231-240-235-745-060-920+ | +740-100-415-745-060-920+ | +740-690-435-255-240-235-745-060-920+
760-033,3,0,0,2,1,+740-760-033-033-240-002-824+ | +740-760-033-705-803-002-920-317+ | +740-760-033-706-233-803+
760-070,3,0,0,2,2,+740-760-070-921-315-233+ | +740-760-070-255-832-240-002-595-504-803+ | +740-760-070-921-460-503-002-817+
773-240,3,0,0,1,1,+740-773-240-235-060-692+ | +740-773-240-002-861-031+ | +740-773-240/002-900-003-590+
794-630,3,0,0,2,2,+405-061-033-706-794-630-220-002-820+ | +740-794-630-220-032-002-368-906-329+ | +204-630-233-832-904-794-630-235-060-550+
820-100,3,0,0,1,2,+595-820-100-415-741-315-850+ | +032-820-100-415+ | +400-820-100-415+
820-595,3,0,0,2,1,+820-595-575-692+ | +001-820-595-760-706-635+ | +820-595-813-541+
821-001,3,0,0,1,3,+368-501-706/821-001-480-850-595-391+ | +821-001-480-850-595-391+ | +904-004-821-001-480-850-595-391+
832-002,3,0,0,2,3,+520-033-705-235-832-002-817+ | +832-002-861+ | +520-070-255-832-002-817+
838-741,3,0,0,1,1,+740-838-741-390-900-140+ | +520-070-220-032-240-838-741-958-220-278+ | +621-740-798-838-741-092-850+
840-233,3,0,0,3,2,+740-032-840-233-060-550+ | +740-032-840-233-220-032-060-825-002+ | +390-840-233-240-744-033-272+
840-741,3,0,0,2,1,+740-032-840-741-060-920+ | +090-740-032-840-741-572-683+ | +390-840-741-031-370+
845-240,3,0,0,1,2,+740-032-845-240-002-269-892-810-033+ | +407-063-845-240-798+ | +407-061-845-240-798+
850-595,3,0,0,1,3,+368-501-706/821-001-480-850-595-391+ | +821-001-480-850-595-391+ | +904-004-821-001-480-850-595-391+
900-740,3,0,0,1,1,+423-003-001-900-740-690-435-255+ | +424-003-001-900-740-690-435-255+ | +422-003-900-740-690-435-255+
900-790,3,0,0,1,2,+740-900-790-220-415-798-806+ | +740-900-790-233-798+ | +740-900-790-233-798-001-820+
904-033,3,0,0,3,2,+740-904-033-705-235+ | +740-904-033-741-700+ | +740-100-904-033-705-231-798+
001-692,2,2,1,2,2,+740-642-240-001-692+ | +155-806-467-001-692+
002-003,2,2,1,2,2,+002-003+ | +740-067-900-002-003+
002-112,2,2,1,1,1,+740-032-923-382-233-002-112+ | +740-760-921-235-002-112+
003-031,2,2,1,2,2,+156-003-031+ | +480-003-031+
003-491,2,2,1,2,2,+390-003-491+ | +423-003-491+
003-590,2,2,1,1,1,+740-772-240-002-900-003-590+ | +740-773-240/002-900-003-590+
004-104,2,2,1,1,2,+405-004-104+ | +390-004-104+
004-408,2,2,1,2,2,+747-004-408+ | +004-408+
013-861,2,2,1,2,2,+407-016-013-861+ | +100-013-861+
017-798,2,2,1,2,2,+400-740-575-017-798+ | +679-740-575-017-798+
031-370,2,2,1,2,2,+740-840-013-745-031-370+ | +390-840-741-031-370+
031-575,2,2,1,1,1,+031-575+ | +390-003-002-031-575+
031-700,2,2,1,2,2,+031-700+ | +153-031-700+
032-028,2,2,1,1,2,+400-740-032-028+ | +740-032-028+
032-059,2,2,1,1,1,+740-032-059+ | +400-740-032-059+
033-272,2,2,1,1,2,+390-840-233-240-744-033-272+ | +740-384-090-351-741-033-272+
060-690,2,2,1,2,1,+740-269-511-060-690+ | +390-550-452-060-690+
060-891,2,2,1,1,1,+226-032-060-891+ | +740-337-484-031-060-891+
063-315,2,2,1,1,1,+740-760-260/220-255-220-063-315+ | +520-220-001-820-220-063-315+
125-176,2,2,1,2,2,+406-125-176+ | +740-400-061-299-350-125-176+
125-413,2,2,1,2,2,+226-003-002-297-350-125-413+ | +407-063-740-176-236-798-002-297-350-125-413+
125-575,2,2,1,1,1,+190-125-575+ | +740-142-061-031-741-125-575+
125-820,2,2,1,2,1,+740-636-240-233-235-002-405-125-820+ | +390-004-002-390-125-820+
140-032,2,2,1,2,2,+400-156-140-032+ | +140-032+
151-142,2,2,1,2,2,+400-151-142+ | +151-142+
151-229,2,2,1,1,1,+151-229+ | +400-151-229+
168-032,2,2,1,1,1,+740-388-807-033-706-233-235-168-032+ | +232-220-032-002-168-032+
176-235,2,2,1,2,1,+400-740-176-235+ | +740-176-235+
235-055,2,2,1,2,2,+740-900-003-806-033-705-235-055+ | +740-483-233-235-055+
250-579,2,2,1,2,1,+740-803-233-741-250-579+ | +740-048-741-250-579+
255-055,2,2,1,1,1,+740-690-435-255-055+ | +400-921-690-435-255-055+
298-741,2,2,1,2,1,+740-140-717-002-298-741+ | +136-002-298-741+
315-850,2,2,1,2,1,+595-820-100-415-741-315-850+ | +740-373-031-002-315-850+
336-018,2,2,1,1,1,+400-740-336-018+ | +740-336-018+
368-091,2,2,1,1,1,+700-033-368-091+ | +368-091+
368-263,2,2,1,1,1,+520-033-706-240-220-032-368-263+ | +740-760-820-368-263+
368-634,2,2,1,1,1,+390-717-061-002-368-634+ | +527-554-298-368-634+
368-920,2,2,1,1,1,+390-820-463-060-368-920+ | +740-765-240-001-368-920+
388-031,2,2,1,2,3,+740-388-031+ | +426-003-002-388-031+
388-032,2,2,1,1,1,+001-480-388-032+ | +031-480-388-032+
390-032,2,2,1,1,1,+817-740-194/740-760-001-741-390-032+ | +154-900-004-001-390-032+
390-140,2,2,1,1,1,+740-798-460-350-235-741-390-140+ | +740-061-002-390-140+
390-705,2,2,1,2,1,+157-031-002-390-705+ | +151-032-388-002-390-705+
390-790,2,2,1,2,2,+740-390-590-741-390-790+ | +390-790+
455-920,2,2,1,2,1,+740-585-017-033-706-803-002-220-455-920+ | +740-544/353-741-455-920+
455-922,2,2,1,1,2,+455-922+ | +136-140-861-455-922+
500-091,2,2,1,2,2,+390-060/740-500-091+ | +740-840-416-240-741-500-091+
500-705,2,2,1,2,4,+090-740-220-055-001-741-500-705+ | +740-923-803-741-500-705+
502-031,2,2,1,1,1,+003-001-520-240-806-002-502-031+ | +416-001-520-240-806-002-502-031+
530-741,2,2,1,2,2,+740-798-803-002-390-530-741+ | +740-100-176-838-001-220-455-530-741+
533-717,2,2,1,1,1,+740-100-176-002-861-533-717+ | +405-845-686-740-793-003-233-805-002-861-533-717+
540-540,2,2,1,2,2,+909-540-540+ | +540-540+
550-220,2,2,1,1,2,+525-550-220+ | +526-550-220+
572-368,2,2,1,2,1,+090-740-235-741-572-368+ | +520-033-033-741-572-368+
578-415,2,2,1,1,1,+824-032-578-415+ | +876-032-578-415+
590-390,2,2,1,2,1,+590-390+ | +151-590-390+
590-575,2,2,1,1,1,+520-240-741-590-575+ | +520-240-740-590-575+
615-703,2,2,1,2,1,+740-585-017-002-611-615-703+ | +740-615-703+
645-031,2,2,1,2,2,+031-645-645-031+ | +645-031+
690-921,2,2,1,1,1,+740-405-590-032-900-003-806-235-220-032-002-690-921+ | +354-001-740-405-590-033-706-002-690-921+
700-003,2,2,1,2,2,+700-003+ | +165-900-700-003+
705-590,2,2,1,2,2,+868-705-590+ | +740-100-415-002-705-590+
706-806,2,2,1,1,2,+520-033-706-806+ | +740-798-405-590-033-706-806+
717-705,2,2,1,2,2,+154-388-717-705+ | +400-740-388-717-705+
740-219,2,2,1,1,1,+804-740-219+ | +400-807-740-219+
740-550,2,2,1,2,2,+595-632-740-550+ | +740-550+
740-621,2,2,1,1,1,+740-621+ | +740-912-001-740-621+
741-066,2,2,1,2,1,+740-017-495-235-741-066+ | +090-740-103-741-066+
741-345,2,2,1,1,1,+156-003-240-741-345+ | +740-269-792-741-345+
741-361,2,2,1,1,1,+033-832-236-741-361+ | +090-740-100-220-032-741-361+
741-617,2,2,1,1,1,+740-100-176-741-617+ | +390-004-741-617+
742-861,2,2,1,2,2,+520-742-861+ | +742-861+
776-495,2,2,1,2,2,+776-495+ | +400-740-776-495+
798-806,2,2,1,1,1,+740-900-790-220-415-798-806+ | +832-904-740-444-388-233-798-806+
803-240,2,2,1,1,1,+090-740-585-803-240+ | +740-585-803-240+
817-491,2,2,1,1,2,+740-817-491+ | +400-740-817-491+
820-741,2,2,1,1,1,+151-243-031-002-820-741+ | +740-803-002-820-741+
825-002,2,2,1,2,2,+740-032-840-233-220-032-060-825-002+ | +740-825-002+
831-165,2,2,1,1,2,+740-798-235-001-368-831-165+ | +520-233-002-861-831-165+
840-799,2,2,1,1,1,+740-714-840-799+ | +740-760-840-799+
845-806,2,2,1,1,1,+740-900-850-407-061-845-806+ | +740-900-850-407-845-806+
850-031,2,2,1,2,2,+032-850-031+ | +850-031+
861-031,2,2,1,2,2,+003-861-031+ | +740-773-240-002-861-031+
861-125,2,2,1,2,1,+390-004-002-861-125+ | +740-861-125+
861-216,2,2,1,1,2,+740-176-001-367-861-216+ | +740-585-798-002-861-216+
904-741,2,2,1,1,1,+921-100-415-904-017-032-820-740-904-741+ | +740-100-415-904-017-032-820-740-904-741+
906-388,2,2,1,1,2,+527-550-240-220-255-812-906-388+ | +484-140-002-220-627-615-906-388+
908-545,2,2,1,1,1,+090-740-101-908-545+ | +090-740-220-016-031-908-545+
919-140,2,2,1,1,2,+520-070-219-002-861-032-520-919-140+ | +740-877-032-033-705-231-235-002-861-360-520-919-140+
920-031,2,2,1,2,1,+740-400-920-031+ | +740-100-415-927-060-920-031+
920-317,2,2,1,2,1,+740-016-002-920-317+ | +740-760-033-705-803-002-920-317+
920-323,2,2,1,1,2,+390-920-323+ | +740-920-323+
920-491,2,2,1,1,1,+317-740-335-740-176-002-920-491+ | +032-920-491+
999-032,2,2,1,2,1,+031-999-032+ | +032-999-032+
001-233,2,1,0.5,2,1,+740-760-001-233-002-861+ | +740-760-001-233+
001-746,2,1,0.5,2,1,+407-005-001-746-740-590+ | +590-407-790-001-746+
002-285,2,1,0.5,2,1,+440-411-740-335-002-285-491+ | +740-390-590-125-220-235-002-285+
002-540,2,1,0.5,2,1,+740-760-605-002-540-590+ | +679-740-575-017-240-806-002-540+
002-550,2,1,0.5,2,2,+390-415-002-550+ | +151-350-002-550-615+
002-617,2,1,0.5,2,2,+520-233-220-240-002-617+ | +527-555-240-002-617-070+
003-803,2,1,0.5,1,2,+740-900-003-803-002-820+ | +090-740-792-740-220-003-803+
017-920,2,1,0.5,1,2,+400-740-575-017-920-320-798-002-861+ | +400-740-575-017-920+
031-033,2,1,0.5,2,2,+700-031-033+ | +046-031-033-705-233-001-920-374+
031-151,2,1,0.5,2,1,+032-031/151-740-240-235+ | +031-151+
031-400,2,1,0.5,2,2,+156-384-031-400+ | +064-031-400-521-002-820+
031-705,2,1,0.5,2,1,+031-705-167+ | +400-740-100-031-705+
031-820,2,1,0.5,2,2,+740-061-001-031-820+ | +031-820-104-013-817+
032-029,2,1,0.5,2,1,+032-029+ | +740-032-029-002-281+
032-368,2,1,0.5,2,1,+740-690-435-255-002-368-861-590-032-368+ | +520-033-706-240-220-032-368-263+
033-001,2,1,0.5,2,2,+740-175-415-033-001+ | +033-001-032-091+
033-700,2,1,0.5,2,4,+033-700+ | +033-700-850-002+
055-233,2,1,0.5,1,2,+740-752-055-233+ | +527-555-055-233-235-741-831-518+
061-140,2,1,0.5,1,2,+400-740-061-140+ | +033-033/740-142-061-140-002-546+
072-921,2,1,0.5,1,1,+740-760-072-921-032-002-820+ | +520-072-921+
090-125,2,1,0.5,1,1,+090-125+ | +090-125-002-861+
100-031,2,1,0.5,2,2,+400-740-100-031-705+ | +740-100-031+
125-590,2,1,0.5,2,2,+527-550-002-125-590+ | +002-407-125-590-831+
140-015,2,1,0.5,2,2,+822-140-015+ | +140-015-001-031-692+
140-632,2,1,0.5,1,1,+215-031-480-140-632-705-002-093-033+ | +706-140-632+
151-033,2,1,0.5,2,2,+866-151-033-033+ | +151-033+
151-055,2,1,0.5,1,1,+151-055-240-235+ | +151-055+
151-220,2,1,0.5,2,1,+151-220-016-002-820+ | +151-220+
151-243,2,1,0.5,1,1,+151-243-031-002-820-741+ | +151-243+
151-416,2,1,0.5,1,1,+151-416-741-849+ | +151-416+
156-140,2,1,0.5,1,2,+400-156-140-032+ | +156-140+
161-055,2,1,0.5,2,1,+161-055+ | +161-055-240-220-032-002-820+
167-705,2,1,0.5,2,2,+167-705+ | +167-705-368-005-741-060-920+
176-031,2,1,0.5,2,2,+740-176-031-060-201+ | +740-176-031+
176-231,2,1,0.5,2,2,+565-740-176-231+ | +740-176-231-806+
220-001,2,1,0.5,1,1,+565-031-416-140-220-001+ | +520-220-001-820-220-063-315+
220-014,2,1,0.5,2,1,+220-014+ | +090-740-220-014-002-820+
220-055,2,1,0.5,2,4,+090-740-220-055-001-741-500-705+ | +031-093-001-091-220-055+
226-003,2,1,0.5,2,2,+226-003-002-297-350-125-413+ | +226-003+
226-415,2,1,0.5,2,2,+226-415-002-190-751+ | +400-226-415+
240-415,2,1,0.5,1,2,+740-752-463-495-240-415+ | +527-555-740-055-240-415-798-060-201+
244-165,2,1,0.5,2,2,+244-165/740-879-220-416-803-002-861+ | +409-061-740-235-220-031-002-861-244-165+
297-190,2,1,0.5,1,1,+090-740-220-016-002-297-190-920-140+ | +527-554-001-297-190+
368-590,2,1,0.5,2,2,+388-134-368-590+ | +002-368-590-900+
382-382,2,1,0.5,1,1,+382-382-382+ | +382-382-382+
388-231,2,1,0.5,1,1,+740-388-231-240-798-001-820+ | +740-443-388-231+
388-235,2,1,0.5,1,1,+740-388-235+ | +740-388-235-240-798-002-861+
390-018,2,1,0.5,1,1,+390-018-796+ | +390-018+
390-034,2,1,0.5,3,3,+390-034+ | +390-034-002-374-228-741+
390-095,2,1,0.5,2,2,+390-095-909-005-825-776-220-016+ | +151-279-142-002-390-095+
390-390,2,1,0.5,1,1,+390-390-390+ | +390-390-390+
390-415,2,1,0.5,2,2,+390-415+ | +390-415-002-550+
390-710,2,1,0.5,1,1,+367-390-710-002-861+ | +368-390-710+
400-097,2,1,0.5,2,2,+400-097+ | +400-097-700-004+
400-703,2,1,0.5,1,1,+400-703-617+ | +740-061-002-400-703+
400-804,2,1,0.5,1,1,+400-804-233+ | +400-804+
405-016,2,1,0.5,2,2,+324-255-001-405-016+ | +405-016-002-861+
406-125,2,1,0.5,2,1,+740-406-590-741-406-125+ | +406-125-176+
411-411,2,1,0.5,1,1,+411-411-411+ | +411-411-411+
415-001,2,1,0.5,2,2,+400-740-798-365-415-001+ | +679-740-220-415-001-820-812-820-140-820+
415-235,2,1,0.5,1,1,+740-904-032-220-415-235-803-002-504-717+ | +520-220-415-235+
415-519,2,1,0.5,2,2,+520-220-415-519+ | +520-220-415-519-002-817+
463-495,2,1,0.5,1,1,+740-752-463-495-240-415+ | +400-740-463-495+
463-510,2,1,0.5,2,1,+450-617-033/740-463-510-741-252-791+ | +520-463-510+
482-033,2,1,0.5,2,2,+740-482-033-705-002-861-803+ | +482-033+
511-032,2,1,0.5,1,2,+511-032-142+ | +511-032+
520-001,2,1,0.5,2,1,+520-001+ | +874-543-350/520-001-741-794-324+
520-175,2,1,0.5,2,1,+520-175+ | +520-175-002-295-502+
550-235,2,1,0.5,1,1,+527-550-235+ | +527-550-235-002-817+
585-831,2,1,0.5,1,2,+585-831+ | +585-831-091+
590-125,2,1,0.5,2,1,+740-760-615-104-717-235-002-392-590-125+ | +740-390-590-125-220-235-002-285+
590-240,2,1,0.5,1,2,+740-390-590-240+ | +740-390-590-240-741-390-728+
590-900,2,1,0.5,2,1,+151-390-590-900-002-861+ | +002-368-590-900+
592-031,2,1,0.5,3,1,+842-032-031-592-031-060-920+ | +592-031+
617-831,2,1,0.5,1,1,+617-831-013-302-840-032+ | +617-831+
637-240,2,1,0.5,2,2,+400-740-637-240+ | +740-637-240-002-861+
643-240,2,1,0.5,2,1,+740-643-240-002-861+ | +740-643-240+
645-003,2,1,0.5,2,2,+590-032-645-003+ | +740-645-003-741-070-255+
700-031,2,1,0.5,1,2,+700-031+ | +700-031-033+
705-236,2,1,0.5,1,2,+405-061-033-705-236+ | +520-033-705-236-803+
705-575,2,1,0.5,1,1,+226-491-742-705-575+ | +590-705-575-920-140+
705-798,2,1,0.5,1,1,+740-032-840-033-705-798+ | +236-240-033-705-798-002-820+
706-031,2,1,0.5,1,2,+700-033-151-706-031-002-817+ | +520-033-706-031+
717-235,2,1,0.5,2,2,+400-741-717-235+ | +740-760-615-104-717-235-002-392-590-125+
740-090,2,1,0.5,2,2,+740-090-703+ | +832/006-740/090+
740-215,2,1,0.5,1,1,+740-215-002-368-119+ | +740-215+
740-221,2,1,0.5,2,2,+817-521-521/090-740-221-002-031-500+ | +151-740-221+
740-554,2,1,0.5,1,2,+740-554+ | +740-554-220-415-798-060-692+
740-564,2,1,0.5,2,2,+740-564+ | +740-564-060-820+
740-740,2,1,0.5,2,1,+740-740-001-550-467+ | +740/740+
740-790,2,1,0.5,1,1,+740-790-032+ | +400-740-790+
740-797,2,1,0.5,2,2,+740-797+ | +740-797-688+
740-821,2,1,0.5,3,2,+740-821+ | +740-821-741-060-920+
740-912,2,1,0.5,2,1,+740-912+ | +740-912-001-740-621+
741-125,2,1,0.5,2,1,+520-233-240-803-741-125+ | +740-142-061-031-741-125-575+
741-175,2,1,0.5,2,1,+740-100-240-235-741-175-132+ | +740-798-233-741-175+
741-794,2,1,0.5,2,2,+874-543-350/520-001-741-794-324+ | +741-794+
741-831,2,1,0.5,2,1,+161-233-220-032-741-831+ | +527-555-055-233-235-741-831-518+
752-482,2,1,0.5,1,2,+740-752-482-240+ | +740-752-482+
760-032,2,1,0.5,2,2,+740-760-032-002-817+ | +740-760-032+
760-240,2,1,0.5,2,2,+740-760-240+ | +740-760-240/740-952-740+
770-235,2,1,0.5,2,2,+740-770-235-002-817+ | +090-740-717-770-235+
794-732,2,1,0.5,1,1,+892-590-794-732-033-853+ | +241-156-590-706-794-732+
798-003,2,1,0.5,1,2,+740-798-003-002-416+ | +617-798-003+
804-233,2,1,0.5,1,1,+400-804-233+ | +804-233-231+
806-470,2,1,0.5,1,1,+154-806-470-002-861+ | +400-158-806-470+
806-742,2,1,0.5,1,1,+100-904-717-220-415-806-742+ | +740-690-435-255-240-220-415-806-742-060-920+
812-033,2,1,0.5,2,2,+001-304-354-125-812-033+ | +740-812-033-240-220-032+
840-220,2,1,0.5,1,1,+740-032-840-220+ | +740-032-840-220-002-861+
861-877,2,1,0.5,2,2,+740-861-877+ | +740-861-877-741-705-319+
920-322,2,1,0.5,1,1,+390-920-322-803-002-820+ | +137-003-001-740-920-322+
923-233,2,1,0.5,1,1,+407-061-740-923-233-806-060-692+ | +740-923-233+
923-235,2,1,0.5,2,2,+740-923-235+ | +740-923-235-742-380+
923-803,2,1,0.5,1,1,+740-923-803-741-500-705+ | +740-923-803+
001-033,2,0,0,1,1,+740-752-001-033-706+ | +494-615-179-100-001-033-426+
001-407,2,0,0,1,2,+617-142-001-407-371+ | +740-032-055-001-407-004+
001-440,2,0,0,1,1,+520-382-032-002-820-001-440-012+ | +740-100-001-440-742-060-920+
001-900,2,0,0,1,1,+423-003-001-900-740-690-435-255+ | +424-003-001-900-740-690-435-255+
002-055,2,0,0,2,2,+740-798-231-002-055-373+ | +416-150-002-055-031-319-001-924+
002-125,2,0,0,2,1,+527-550-002-125-590+ | +390-003-002-125-350+
002-130,2,0,0,1,1,+740-100-415-002-130-035-171+ | +740-585-220/002-130-035-171+
002-190,2,0,0,1,1,+390-600-617-002-190-125-632-032+ | +226-415-002-190-751+
002-301,2,0,0,1,1,+390-844-140-176-803-002-301-190+ | +740-721-002-301-350+
002-388,2,0,0,1,2,+740-405-590-220-235-803-002-388-385-705-632+ | +426-003-002-388-031+
