"cisi","lipi_id","site","type","symbol","material","lipi_complete","direction","text","token_count","control_class","control_position_index0","prev_token","focus_token","next_token","y_after_002","availability_tier","local_image_hit_count","source_panel_graph_count","mayig_overlap_count","same_site_as_source_visible","same_type_as_source_visible","same_symbol_as_source_visible","target_length_bucket_match","match_score","local_image_paths_first5","source_panel_graph_labels","mayig_paths"
"M-86","2613.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+520-033-705-231-002-820-700+","7","negative_002_y_prev_not_032","4","231","002","820","820","mayig_overlap_only","0","0","1","yes","yes","no","yes","8","","","corpus/m001_m099/m086.json"
"M-868","3278.1","Mohenjo-daro","SEAL:S","Bull1:W","-","Y","R/L","+520-033-705-231-220-002-817+","7","negative_002_y_prev_not_032","5","220","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-889","3295.1","Mohenjo-daro","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-384-032-803-002-820+","6","negative_032_next_not_002","2","384","032","803","","metadata_only","0","0","0","yes","yes","no","yes","8","","",""
"M-897","3302.1","Mohenjo-daro","SEAL:S","Bull1","Steatite","Y","R/L","+527-550-235-002-817+","5","negative_002_y_prev_not_032","3","235","002","817","817","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-900","3305.1","Mohenjo-daro","SEAL:S","Bull1","Steatite","Y","R/L","+740-390-590-233-220-415-798-838-002-820+","10","negative_002_y_prev_not_032","8","838","002","820","820","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-92","2619.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-798-460-350-002-814-084+","7","negative_002_y_prev_not_032","4","350","002","814","814","mayig_overlap_only","0","0","1","yes","yes","no","yes","8","","","corpus/m001_m099/m092.json"
"M-934","3329.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+526-555-235-002-861+","5","negative_002_y_prev_not_032","3","235","002","861","861","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-937","3332.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-460-503-031-002-900-615+","7","negative_002_y_prev_not_032","4","031","002","900","900","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-948","3343.1","Mohenjo-daro","SEAL:S","Bull1","Steatite","Y","R/L","+426-003-002-388-031+","5","negative_002_y_prev_not_032","2","003","002","388","388","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-95","2622.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+390-003-002-111-165+","5","negative_002_y_prev_not_032","2","003","002","111","111","mayig_overlap_only","0","0","1","yes","yes","no","yes","8","","","corpus/m001_m099/m095.json"
"M-957","3352.1","Mohenjo-daro","SEAL:S","Bull1","Steatite","Y","R/L","+740-760-705-002-577+","5","negative_002_y_prev_not_032","3","705","002","577","577","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-958","3353.1","Mohenjo-daro","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-772-240-002-900-003-590+","7","negative_002_y_prev_not_032","3","240","002","900","900","metadata_only","0","0","0","yes","yes","yes","yes","8","","",""
"M-965","3359.1","Mohenjo-daro","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-390-590-032-741-527+","6","negative_032_next_not_002","3","590","032","741","","metadata_only","0","0","0","yes","yes","no","yes","8","","",""
"M-99","2626.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-215-002-368-119+","5","negative_002_y_prev_not_032","2","215","002","368","368","mayig_overlap_only","0","0","1","yes","yes","no","yes","8","","","corpus/m001_m099/m099.json"
"C-66","61.1","Chanhu-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+390-003-002-817+","4","negative_002_y_prev_not_032","2","003","002","817","817","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"C-67","87.1","Chanhu-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+520-233-803-002-817+","5","negative_002_y_prev_not_032","3","803","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-1045","246.1","Harappa","SEAL:S","Bull1:U","Steatite","Y","R/L","+740-900-005-002-820+","5","negative_002_y_prev_not_032","3","005","002","820","820","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-1049","3926.1","Harappa","SEAL:S","Bull1:W","-","Y","R/L","+405-004-002-933+","4","negative_002_y_prev_not_032","2","004","002","933","933","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-1050","1060.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+804-235-002-817+","4","negative_002_y_prev_not_032","2","235","002","817","817","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-1051","259.1","Harappa","SEAL:S","Bull1:I","Steatite","Y","R/L","+400-740-575-017-920-320-798-002-861+","9","negative_002_y_prev_not_032","7","798","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-1084","3950.1","Harappa","POT:T:s","None","Clay","Y","R/L","+220-032+","2","negative_220_032_next_not_002","1","220","032","","","metadata_only","0","0","0","yes","no","yes","no","7","","",""
"H-130","1171.1","Harappa","SEAL:R","None","-","Y","R/L","+409-032-845-033-705-231-806-002-595-812-125-717+","12","negative_002_y_prev_not_032","7","806","002","595","595","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-1312","229.1","Harappa","TAB:I","None","Steatite","Y","R/L","+740-031-904-001-032+","5","negative_032_next_not_002","4","001","032","","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-164","1204.1","Harappa","SEAL:R","None","Steatite","Y","R/L","+161-097-002-817+","4","negative_002_y_prev_not_032","2","097","002","817","817","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-1667","943.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+740-540-002-817+","4","negative_002_y_prev_not_032","2","540","002","817","817","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-1671","513.1","Harappa","SEAL:S","Bull1:S","-","Y","R/L","+740-061-002-455-420-032+","6","negative_002_y_prev_not_032","2","061","002","455","455","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-1680","634.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+390-003-002-820+","4","negative_002_y_prev_not_032","2","003","002","820","820","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-1827","463.1","Harappa","TAB:B","None","Faience","Y","R/L","+700-032-690-368-817+","5","negative_032_next_not_002","1","700","032","690","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-2016","370.2","Harappa","TAB:B","None","Clay","Y","R/L","+700-032-740-335-575-413+","6","negative_032_next_not_002","1","700","032","740","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-2192","405.2","Harappa","TAB:I","None","Steatite","Y","R/L","+740-630-240-031-032-171+","6","negative_032_next_not_002","4","031","032","171","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-240","1265.1","Harappa","TAG:P","None","Clay","Y","R/L","+740-904-032-233-803+","5","negative_032_next_not_002","2","904","032","233","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-295","1317.1","Harappa","SEAL:S","Bult","Steatite","Y","R/L","+511-032+","2","negative_032_next_not_002","1","511","032","","","metadata_only","0","0","0","yes","yes","no","no","7","","",""
"H-301","1323.2","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-636-240-031-032-171+","7","negative_032_next_not_002","5","031","032","171","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-405","1410.1","Harappa","SEAL:S","Bull1:W","-","Y","R/L","+236-806-002-863+","4","negative_002_y_prev_not_032","2","806","002","863","863","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-407","1412.1","Harappa","SEAL:S","Bull1:W","Steatite","Y","R/L","+390-003-002-817+","4","negative_002_y_prev_not_032","2","003","002","817","817","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-410","1414.1","Harappa","SEAL:S","Bull1:L","Steatite","Y","R/L","+368-840-830-002-861+","5","negative_002_y_prev_not_032","3","830","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-456","1446.1","Harappa","SEAL:S","Bull1:I","Steatite","Y","R/L","+520-033-706-002-817-808+","6","negative_002_y_prev_not_032","3","706","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-459","1449.1","Harappa","SEAL:S","Bull1:T","Steatite","Y","R/L","+527-555-231-002-817+","5","negative_002_y_prev_not_032","3","231","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-506","1484.1","Harappa","SEAL:S","Bull1:I","Steatite","Y","R/L","+294-350-595-820-002-820+","6","negative_002_y_prev_not_032","4","820","002","820","820","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-55","1114.1","Harappa","SEAL:S","Bull1:X","Steatite","Y","R/L","+390-004-002-861-125+","5","negative_002_y_prev_not_032","2","004","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-586","1533.1","Harappa","SEAL:S","Zebu","Steatite","Y","R/L","+740-877-032+","3","negative_032_next_not_002","2","877","032","","","metadata_only","0","0","0","yes","yes","no","no","7","","",""
"H-612","1552.1","Harappa","SEAL:S","Bull1:L","Steatite","Y","R/L","+740-615-495-002-825+","5","negative_002_y_prev_not_032","3","495","002","825","825","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-65","1124.1","Harappa","SEAL:S","Bull1:U","Steatite","Y","R/L","+740-032-028+","3","negative_032_next_not_002","1","740","032","028","","metadata_only","0","0","0","yes","yes","no","no","7","","",""
"H-68","1127.1","Harappa","SEAL:S","Bull1:I","Steatite","Y","R/L","+090-740-220-003-002-390-072+","7","negative_002_y_prev_not_032","4","003","002","390","390","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-74","1132.1","Harappa","SEAL:S","Bull1:J","Steatite","Y","R/L","+002-610-125-032+","4","negative_002_y_prev_not_032","0","","002","610","610","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"H-776","1667.1","Harappa","TAB:B","None","Faience","Y","R/L","+740-803-741-031-032-716+","6","negative_032_next_not_002","4","031","032","716","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-811","1700.2","Harappa","TAB:B","None","Faience","Y","R/L","+700-032-740-335-575-413+","6","negative_032_next_not_002","1","700","032","740","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-82","1139.1","Harappa","SEAL:S","Gaur","Steatite","Y","R/L","+390-017-002-220-455-741+","6","negative_002_y_prev_not_032","2","017","002","220","220","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-88","1144.1","Harappa","SEAL:S","Rhin","Steatite","Y","R/L","+740-032-840-820+","4","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","yes","no","no","7","","",""
"H-905","1787.2","Harappa","TAB:I","None","Steatite","Y","R/L","+400-740-636-240-031-032-171+","7","negative_032_next_not_002","5","031","032","171","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"H-92","1148.1","Harappa","SEAL:S","Elep","Steatite","Y","R/L","+156-176-518-220-416-002-615+","7","negative_002_y_prev_not_032","5","416","002","615","615","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"H-950","1830.1","Harappa","TAB:I","None","Steatite","Y","R/L","+710-455-220-032+","4","negative_220_032_next_not_002","3","220","032","","","metadata_only","0","0","0","yes","no","yes","no","7","","",""
"L-87","2041.1","Lothal","SEAL:R","None","Steatite","Y","R/L","+740-032-840-233-220-032-060-825-002+","9","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","no","yes","yes","yes","7","","",""
"M-1085","3459.1","Mohenjo-daro","SEAL:S","Gaur","Steatite","Y","R/L","+740-100-415-798-460-350-002-817+","8","negative_002_y_prev_not_032","6","350","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1089","3463.1","Mohenjo-daro","SEAL:S","Gaur","Steatite","Y","R/L","+151-390-590-002-374-840+","6","negative_002_y_prev_not_032","3","590","002","374","374","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1110","3481.1","Mohenjo-daro","SEAL:S","Zebu","Steatite","Y","R/L","+740-615-104-002-817+","5","negative_002_y_prev_not_032","3","104","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1114","3485.1","Mohenjo-daro","SEAL:S","Zebu","Steatite","Y","R/L","+740-140-002-741-060-920+","6","negative_002_y_prev_not_032","2","140","002","741","741","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1115","3486.1","Mohenjo-daro","SEAL:S","Zebu","Steatite","Y","R/L","+740-335-233-002-861+","5","negative_002_y_prev_not_032","3","233","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1119","3490.1","Mohenjo-daro","SEAL:S","Zebu","Steatite","Y","R/L","+740-803-002-820-741+","5","negative_002_y_prev_not_032","2","803","002","820","820","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1135","3502.1","Mohenjo-daro","SEAL:S","Rhin","Steatite","Y","R/L","+740-061-002-400-703+","5","negative_002_y_prev_not_032","2","061","002","400","400","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1137","3504.1","Mohenjo-daro","SEAL:S","None","Steatite","Y","R/L","+740-904-002-820+","4","negative_002_y_prev_not_032","2","904","002","820","820","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"M-1138","3505.1","Mohenjo-daro","SEAL:S","Rhin","Steatite","Y","R/L","+740-585-017-002-820+","5","negative_002_y_prev_not_032","3","017","002","820","820","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1139","3506.1","Mohenjo-daro","SEAL:S","Rhin","Steatite","Y","R/L","+740-416-621-002-820+","5","negative_002_y_prev_not_032","3","621","002","820","820","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1150","3511.1","Mohenjo-daro","SEAL:S","Elep","Steatite","Y","R/L","+621-520-231-240-002-456+","6","negative_002_y_prev_not_032","4","240","002","456","456","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1152","3513.1","Mohenjo-daro","SEAL:S","Elep","Steatite","Y","R/L","+740-032-840-235-002-861+","6","negative_002_y_prev_not_032","4","235","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1155","3516.1","Mohenjo-daro","SEAL:S","Elep","Steatite","Y","R/L","+740-760-335-002-033-705+","6","negative_002_y_prev_not_032","3","335","002","033","033","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1161","3521.1","Mohenjo-daro","SEAL:S","Elep","Steatite","Y","R/L","+520-233-031-002-861+","5","negative_002_y_prev_not_032","3","031","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1166","3526.1","Mohenjo-daro","SEAL:S","Tigr","Steatite","Y","R/L","+740-923-240-002-817+","5","negative_002_y_prev_not_032","3","240","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1226","3561.1","Mohenjo-daro","SEAL:S","Gaur","Steatite","Y","R/L","+520-033-705-235-233-002-817+","7","negative_002_y_prev_not_032","5","233","002","817","817","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1555","3791.1","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"M-1556","3792.1","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"M-1557","3793.1","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"M-1558","3794.1","Mohenjo-daro","TAB:C","None","Copper","Y","R/L","+407-032-520-095-585-017-231+","7","negative_032_next_not_002","1","407","032","520","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"M-1629","3823.1","Mohenjo-daro","BNGL","None","Stoneware","Y","R/L","+705-032-595-090-175+","5","negative_032_next_not_002","1","705","032","595","","metadata_only","0","0","0","yes","no","yes","yes","7","","",""
"M-1668","2270.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-773-233-803-002-320-705-125+","8","negative_002_y_prev_not_032","4","803","002","320","320","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1670","3908.1","Mohenjo-daro","SEAL:S","Bull1:II","-","Y","R/L","+740-760-001-233-002-861+","6","negative_002_y_prev_not_032","4","233","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1676","2224.1","Mohenjo-daro","SEAL:S","Bull1:S","Steatite","Y","R/L","+740-760-070-255-832-240-002-595-504-803+","10","negative_002_y_prev_not_032","6","240","002","595","595","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1692","2226.1","Mohenjo-daro","SEAL:S","Bull1:L","Steatite","Y","R/L","+390-600-617-002-190-125-632-032+","8","negative_002_y_prev_not_032","3","617","002","190","190","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1696","2178.1","Mohenjo-daro","SEAL:S","Bull1:II","Steatite","Y","R/L","+520-033-705-220-415-002-861+","7","negative_002_y_prev_not_032","5","415","002","861","861","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
"M-1697","2228.1","Mohenjo-daro","SEAL:S","Bull1:W","Steatite","Y","R/L","+390-003-002-861+","4","negative_002_y_prev_not_032","2","003","002","861","861","metadata_only","0","0","0","yes","yes","yes","no","7","","",""
"M-1706","2292.1","Mohenjo-daro","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-803-220-032-220-002-820+","7","negative_002_y_prev_not_032","5","220","002","820","820","metadata_only","0","0","0","yes","yes","no","yes","7","","",""
