target,prev,exact_cells,terminal_cells,terminal_share,sites,types,examples
060,803,5,0,0,3,4,H-2040:803-060-550:+740-803-060-550+ | L-114:803-060-920:+740-407-590-904-220-032-803-060-920+ | M-481:803-060-540:+103-740-803-060-540+ | M-626:803-060-692:+842-374-125/740-803-060-692-740-690-435-255-060-692+ | M-931:803-060-820:+520-233-803-060-820+
032,511,2,1,0.5,1,2,H-1936:511-032-142:+511-032-142+ | H-295:511-032-<END>:+511-032+
142,032,1,1,1,1,1,H-1936:032-142-<END>:+511-032-142+
893,031,1,1,1,1,1,H-1545:031-893-<END>:+031-893+
601,700,1,1,1,1,1,H-1930:700-601-<END>:+032-700-601+
817,408,1,0,0,1,1,H-1930:408-817-920:+408-817-920-002-861+
920,817,1,0,0,1,1,H-1930:817-920-002:+408-817-920-002-861+
002,920,1,0,0,1,1,H-1930:920-002-861:+408-817-920-002-861+
097,161,3,1,0.3333333333333333,2,2,H-1666:161-097-741:+161-097-741-140+ | H-164:161-097-002:+161-097-002-817+ | M-197:161-097-<END>:+161-097+
741,097,1,0,0,1,1,H-1666:097-741-140:+161-097-741-140+
140,741,1,1,1,1,1,H-1666:741-140-<END>:+161-097-741-140+
840,712,2,0,0,1,1,H-1958:712-840-400:+712-840-400-740-440+ | H-1959:712-840-400:+712-840-400-740-440+
400,840,2,0,0,1,1,H-1958:840-400-740:+712-840-400-740-440+ | H-1959:840-400-740:+712-840-400-740-440+
440,740,8,3,0.375,2,2,H-1958:740-440-<END>:+712-840-400-740-440+ | H-1961:740-440-<END>:+400-740-440+ | H-1959:740-440-<END>:+712-840-400-740-440+ | H-411:740-440-240:+740-440-240-001-820+ | M-1805:740-440-741:+740-440-741-060-920+
690,154,1,1,1,1,1,H-1844:154-690-<END>:+400-154-690+
033,255,1,1,1,1,1,H-2099:255-033-<END>:+255-033+
013,004,2,0,0,2,2,H-1983:004-013-817:+405-004-013-817+ | -:004-013-740:+064-004-013-740-176+
705,255,7,2,0.2857142857142857,2,2,H-1840:255-705-060:+090-740-255-705-060-550+ | M-1772:255-705-<END>:+740-400-142-061-002-798-435-255-705+ | M-72:255-705-140:+740-255-705-140-003-002-861+ | M-100:255-705-002:+090-740-255-705-002-861+ | M-286:255-705-<END>:+740-255-705+
060,705,3,0,0,2,2,H-1840:705-060-550:+090-740-255-705-060-550+ | M-1715:705-060-692:+740-923-033-705-060-692+ | M-303:705-060-820:+520-033-705-060-820+
272,317,1,0,0,1,1,H-1840:317-272-637:+317-272-637+
637,272,1,1,1,1,1,H-1840:272-637-<END>:+317-272-637+
004,407,12,2,0.16666666666666666,2,4,H-1785:407-004-002:+407-004-002-861+ | H-420:407-004-001:+407-004-001-740-443-388-140+ | H-518:407-004-<END>:+407-004+ | H-665:407-004-060:+407-004-060-692+ | M-385:407-004-002:+407-004-002-820+
003,154,4,2,0.5,2,2,H-2237:154-003-<END>:+154-003+ | H-1682:154-003-617:+154-003-617-033+ | H-366:154-003-<END>:+154-003+ | M-102:154-003-900:+154-003-900-545+
470,806,2,1,0.5,1,1,H-1788:806-470-002:+154-806-470-002-861+ | H-189:806-470-<END>:+400-158-806-470+
002,470,1,0,0,1,1,H-1788:470-002-861:+154-806-470-002-861+
700,824,1,1,1,1,1,H-2189:824-700-<END>:+824-700+
152,740,1,0,0,1,1,H-2189:740-152-240:+400-740-152-240+
240,152,1,1,1,1,1,H-2189:152-240-<END>:+400-740-152-240+
167,706,1,1,1,1,1,H-2050:706-167-<END>:+706-167+
617,003,1,0,0,1,1,H-1682:003-617-033:+154-003-617-033+
033,617,3,2,0.6666666666666666,2,1,H-1682:617-033-<END>:+154-003-617-033+ | M-1834:617-033-740:+450-617-033/740-463-510-741-252-791+ | M-4:617-033-<END>:+298-465-033-705-231-002-564-617-033+
480,001,9,3,0.3333333333333333,5,6,H-2134:001-480-388:+001-480-388-032+ | Hd-4:001-480-<END>:+001-480+ | Krs-1:001-480-306:+215-001-480-306-813-033-060-413-346-706+ | L-274:001-480-<END>:+790-001-480+ | M-2061:001-480-<END>:+742-406/740-482-235-001-480+
388,480,2,0,0,1,1,H-2134:480-388-032:+001-480-388-032+ | H-2133:480-388-032:+031-480-388-032+
032,388,2,2,1,1,1,H-2134:388-032-<END>:+001-480-388-032+ | H-2133:388-032-<END>:+031-480-388-032+
575,869,1,1,1,1,1,H-2240:869-575-<END>:+869-575+
900,365,1,1,1,1,1,H-2130:365-900-<END>:+365-900+
176,415,2,0,0,2,2,H-1775:415-176-792:+740-100-415-176-792-102+ | M-595:415-176-002:+740-100-415-176-002-820+
792,176,1,0,0,1,1,H-1775:176-792-102:+740-100-415-176-792-102+
102,792,1,1,1,1,1,H-1775:792-102-<END>:+740-100-415-176-792-102+
220,074,1,0,0,1,1,H-2145:074-220-415:+074-220-415+
840,700,1,0,0,1,1,H-2211:700-840-032:+700-840-032-741+
032,840,4,3,0.75,2,3,H-2211:840-032-741:+700-840-032-741+ | M-1791:840-032-<END>:+740-760-268-002-840-032+ | M-45:840-032-<END>:+617-831-013-302-840-032+ | M-619:840-032-<END>:+840-032+
741,032,8,1,0.125,3,2,H-2211:032-741-<END>:+700-840-032-741+ | H-412:032-741-831:+161-233-220-032-741-831+ | L-48:032-741-390:+865-685/226-032-741-390+ | M-170:032-741-861:+740-923-406-061-070-032-741-861+ | M-648:032-741-361:+090-740-100-220-032-741-361+
688,797,1,1,1,1,1,H-2104:797-688-<END>:+740-797-688+
690,158,1,1,1,1,1,H-2185:158-690-<END>:+400-158-690+
327,740,1,1,1,1,1,H-2190:740-327-<END>:+090-740-327+
061,255,1,1,1,1,1,H-2123:255-061-<END>:+740-255-061+
681,740,1,1,1,1,1,H-2109:740-681-<END>:+400-740-681+
645,032,1,0,0,1,1,H-2149:032-645-003:+590-032-645-003+
003,645,2,1,0.5,2,2,H-2149:645-003-<END>:+590-032-645-003+ | M-1780:645-003-741:+740-645-003-741-070-255+
276,817,1,1,1,1,1,H-2070:817-276-<END>:+400-740-817-276+
775,516,1,1,1,1,1,H-1925:516-775-<END>:+516-775+
480,031,4,0,0,2,3,H-2133:031-480-388:+031-480-388-032+ | H-389:031-480-625:+740-405-590-235-002-031-480-625+ | H-718:031-480-165:+031-480-165-900+ | M-1765:031-480-140:+215-031-480-140-632-705-002-093-033+
142,151,2,2,1,2,2,H-1995:151-142-<END>:+400-151-142+ | -:151-142-<END>:+151-142+
745,013,1,0,0,1,1,H-1711:013-745-031:+740-840-013-745-031-370+
031,745,1,0,0,1,1,H-1711:745-031-370:+740-840-013-745-031-370+
370,031,2,2,1,2,2,H-1711:031-370-<END>:+740-840-013-745-031-370+ | -:031-370-<END>:+390-840-741-031-370+
892,413,1,0,0,1,1,H-2085:413-892-824:+413-892-824+
824,892,1,1,1,1,1,H-2085:892-824-<END>:+413-892-824+
700,318,1,0,0,1,1,H-2135:318-700-692:+740-920-318-700-692+
692,700,1,1,1,1,1,H-2135:700-692-<END>:+740-920-318-700-692+
001,060,1,0,0,1,1,H-2089:060-001-820:+869-060-001-820+
820,001,15,11,0.7333333333333333,3,3,H-2089:001-820-<END>:+869-060-001-820+ | H-26:001-820-<END>:+740-388-231-240-798-001-820+ | H-411:001-820-<END>:+740-440-240-001-820+ | M-1762:001-820-<END>:+645-202-001-820+ | M-157:001-820-<END>:+740-900-790-233-798-001-820+
700,850,1,0,0,1,1,H-2548:850-700-453:+850-700/453-064-001-856+
453,700,1,0,0,1,1,H-2548:700-453-064:+850-700/453-064-001-856+
064,453,1,0,0,1,1,H-2548:453-064-001:+850-700/453-064-001-856+
001,064,1,0,0,1,1,H-2548:064-001-856:+850-700/453-064-001-856+
856,001,1,1,1,1,1,H-2548:001-856-<END>:+850-700/453-064-001-856+
825,850,1,0,0,1,1,H-2549:850-825-646:+850-825-646-604+
646,825,1,0,0,1,1,H-2549:825-646-604:+850-825-646-604+
604,646,1,1,1,1,1,H-2549:646-604-<END>:+850-825-646-604+
221,158,1,1,1,1,1,H-1870:158-221-<END>:+158-221+
590,690,1,0,0,1,1,H-2020:690-590-032:+690-590-032-220+
400,520,7,0,0,2,3,H-1933:520-400-352:+400-520-400-352+ | H-213:520-400-352:+400-520-400-352+ | H-214:520-400-353:+400-520-400-353+ | H-530:520-400-350:+520-400-350-031+ | M-1801:520-400-350:+520-400-350-031-741-759+
352,400,2,2,1,1,1,H-1933:400-352-<END>:+400-520-400-352+ | H-213:400-352-<END>:+400-520-400-352+
003,158,3,2,0.6666666666666666,3,3,H-1902:158-003-494:+158-003-494+ | M-1846:158-003-<END>:+400-158-003+ | K-380:158-003-<END>:+158-003+
494,003,1,1,1,1,1,H-1902:003-494-<END>:+158-003-494+
790,740,2,1,0.5,1,1,H-1883:740-790-032:+740-790-032+ | H-841:740-790-<END>:+400-740-790+
326,090,1,0,0,1,1,H-1710:090-326-700:+090-326-700-920-125-001-055-920-140+
700,326,1,0,0,1,1,H-1710:326-700-920:+090-326-700-920-125-001-055-920-140+
920,700,1,0,0,1,1,H-1710:700-920-125:+090-326-700-920-125-001-055-920-140+
125,920,1,0,0,1,1,H-1710:920-125-001:+090-326-700-920-125-001-055-920-140+
001,125,1,0,0,1,1,H-1710:125-001-055:+090-326-700-920-125-001-055-920-140+
055,001,1,0,0,1,1,H-1710:001-055-920:+090-326-700-920-125-001-055-920-140+
920,055,1,0,0,1,1,H-1710:055-920-140:+090-326-700-920-125-001-055-920-140+
140,920,8,6,0.75,2,2,H-1710:920-140-<END>:+090-326-700-920-125-001-055-920-140+ | H-5:920-140-902:+920-706-193-384-032-920-140-902+ | M-53:920-140-<END>:+090-740-220-016-002-297-190-920-140+ | M-280:920-140-<END>:+740-482-240-002-944-920-140+ | M-356:920-140-<END>:+400-595-420-125-032-820-920-140+
231,904,1,0,0,1,1,H-1705:904-231-240:+740-904-231-240-798-060-692+
240,231,8,1,0.125,3,3,H-1705:231-240-798:+740-904-231-240-798-060-692+ | H-26:231-240-798:+740-388-231-240-798-001-820+ | H-39:231-240-235:+740-390-590-231-240-235-745-060-920+ | H-899:231-240-<END>:+400-520-231-240+ | M-314:231-240-235:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
370,240,1,0,0,1,1,H-1721:240-370-861:+240-370-861+
861,370,1,1,1,1,1,H-1721:370-861-<END>:+240-370-861+
002,540,2,0,0,2,1,H-1667:540-002-817:+740-540-002-817+ | M-1088:540-002-820:+740-540-002-820+
550,526,5,0,0,1,2,H-2142:526-550-233:+526-550-233+ | H-344:526-550-220:+526-550-220+ | H-359:526-550-220:+526-550-220+ | H-715:526-550-060:+526-550-060-820+ | H-968:526-550-233:+526-550-233+
233,550,6,4,0.6666666666666666,3,3,H-2142:550-233-<END>:+526-550-233+ | H-1294:550-233-<END>:+527-550-233+ | H-791:550-233-<END>:+550-233+ | H-968:550-233-<END>:+526-550-233+ | L-1:550-233-002:+527-550-233-002-812-095+
002,002,1,1,1,1,1,-:002-002-<END>:+002-002+
697,031,1,1,1,1,1,-:031-697-<END>:+031-697+
698,034,1,1,1,1,1,H-1547:034-698-<END>:+034-698+
999,645,1,0,0,1,1,-:645-999-645:+645-999-645+
645,999,1,1,1,1,1,-:999-645-<END>:+645-999-645+
049,233,1,0,0,1,1,H-1966:233-049-002:+520-233-049-002-861+
002,049,2,0,0,2,2,H-1966:049-002-861:+520-233-049-002-861+ | M-1711:049-002-817:+740-760-049-002-817+
641,595,1,1,1,1,1,H-1708:595-641-<END>:+595-641+
692,100,1,0,0,1,1,H-1726:100-692-491:+740-100-692-491-002-817+
491,692,1,0,0,1,1,H-1726:692-491-002:+740-100-692-491-002-817+
002,491,1,0,0,1,1,H-1726:491-002-817:+740-100-692-491-002-817+
706,167,3,3,1,2,2,H-2051:167-706-<END>:+167-706+ | H-196:167-706-<END>:+167-706+ | M-449:167-706-<END>:+167-706+
013,003,1,0,0,1,1,H-1713:003-013-817:+426-003-013-817+
033,220,1,1,1,1,1,H-1737:220-033-<END>:+220-033+
413,137,1,1,1,1,1,H-2102:137-413-<END>:+137-413+
590,405,17,3,0.17647058823529413,3,4,H-1657:405-590-032:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-8:405-590-033:+354-001-740-405-590-033-706-002-690-921+ | H-134:405-590-220:+740-405-590-220-003-002-861+ | H-158:405-590-<END>:+154-806-472-001-740-405-590+ | H-204:405-590-235:+400-740-405-590-235-806+
900,032,4,0,0,2,2,H-1657:032-900-003:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-141:032-900-003:+405-032-900-003-070-002-233-235+ | M-119:032-900-563:+151-337-484-002-390-125-632-032-900-563+ | M-195:032-900-853:+298-350-590-032-900-853+
003,900,11,2,0.18181818181818182,3,2,H-1657:900-003-806:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-25:900-003-806:+740-900-003-806-033-705-235-055+ | H-60:900-003-002:+621-740-900-003/002-820+ | H-141:900-003-070:+405-032-900-003-070-002-233-235+ | H-450:900-003-<END>:+740-100-240-741-702-900-003+
806,003,2,0,0,1,1,H-1657:003-806-235:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-25:003-806-033:+740-900-003-806-033-705-235-055+
235,806,1,0,0,1,1,H-1657:806-235-220:+740-405-590-032-900-003-806-235-220-032-002-690-921+
220,235,5,1,0.2,4,3,H-1657:235-220-032:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-129:235-220-031:+409-061-740-235-220-031-002-861-244-165+ | M-723:235-220-032:+740-460-510-235-220-032-002-861+ | -:235-220-<END>:+740-235-220+ | -:235-220-032:+520-235-220-032+
690,002,2,0,0,1,1,H-1657:002-690-921:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-8:002-690-921:+354-001-740-405-590-033-706-002-690-921+
921,690,2,2,1,1,1,H-1657:690-921-<END>:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-8:690-921-<END>:+354-001-740-405-590-033-706-002-690-921+
482,335,1,0,0,1,1,H-1774:335-482-175:+400-740-335-482-175+
175,482,1,1,1,1,1,H-1774:482-175-<END>:+400-740-335-482-175+
482,752,3,1,0.3333333333333333,1,2,H-1793:752-482-240:+740-752-482-240+ | H-47:752-482-<END>:+740-752-482+ | H-199:752-482-240:+740-752-482-240+
745,700,2,2,1,1,1,H-1793:700-745-<END>:+700-745+ | H-743:700-745-<END>:+700-745+
892,803,1,0,0,1,1,H-1851:803-892-031:+740-803-892-031-002-861+
031,892,1,0,0,1,1,H-1851:892-031-002:+740-803-892-031-002-861+
158,740,1,0,0,1,1,H-1979:740-158-806:+740-158-806-467+
003,002,2,2,1,2,2,-:002-003-<END>:+002-003+ | -:002-003-<END>:+740-067-900-002-003+
175,817,1,1,1,1,1,H-1182:817-175-<END>:+400-740-817-175+
240,590,2,1,0.5,1,2,H-733:590-240-<END>:+740-390-590-240+ | H-449:590-240-741:+740-390-590-240-741-390-728+
636,690,1,0,0,1,1,H-1308:690-636-240:+740-690-636-240+
034,033,1,1,1,1,1,-:033-034-<END>:+033-034+
235,804,1,0,0,1,1,H-1050:804-235-002:+804-235-002-817+
550,527,19,3,0.15789473684210525,3,5,H-1294:527-550-233:+527-550-233+ | H-611:527-550-002:+527-550-002-125-590+ | L-1:527-550-233:+527-550-233-002-812-095+ | L-52:527-550-<END>:+527-550+ | L-122:527-550-740:+527-550-740-443-060-820+
595,820,3,0,0,2,1,H-1:820-595-575:+820-595-575-692+ | M-1103:820-595-760:+001-820-595-760-706-635+ | M-1134:820-595-813:+820-595-813-541+
575,595,3,0,0,2,2,H-1:595-575-692:+820-595-575-692+ | M-74:595-575-704:+595-575-704-140+ | M-1052:595-575-001:+679-740-220-032-806-001-595-575-001-095+
692,575,1,1,1,1,1,H-1:575-692-<END>:+820-595-575-692+
740,232,1,0,0,1,1,H-2:232-740-176:+232-740-176-745-440-617+
745,176,1,0,0,1,1,H-2:176-745-440:+232-740-176-745-440-617+
440,745,1,0,0,1,1,H-2:745-440-617:+232-740-176-745-440-617+
617,440,1,1,1,1,1,H-2:440-617-<END>:+232-740-176-745-440-617+
585,740,21,0,0,5,4,H-3:740-585-017:+740-585-017-002-611-615-703+ | H-268:740-585-017:+740-585-017-033-706-803-002-220-455-920+ | H-272:740-585-017:+740-585-017-240-002-305-032-904+ | H-446:740-585-798:+740-585-798-002-861-216+ | H-472:740-585-900:+740-585-900-014-820+
017,585,23,5,0.21739130434782608,4,4,H-3:585-017-002:+740-585-017-002-611-615-703+ | H-268:585-017-033:+740-585-017-033-706-803-002-220-455-920+ | H-272:585-017-240:+740-585-017-240-002-305-032-904+ | K-13:585-017-741:+740-585-017-741-630+ | M-2053:585-017-220:+407-032-520-095-585-017-220+
002,017,8,0,0,3,1,H-3:017-002-611:+740-585-017-002-611-615-703+ | H-82:017-002-220:+390-017-002-220-455-741+ | M-1708:017-002-817:+740-585-017-002-817+ | M-728:017-002-820:+740-575-017-002-820+ | M-776:017-002-817:+740-032-840-585-017-002-817+
611,002,1,0,0,1,1,H-3:002-611-615:+740-585-017-002-611-615-703+
615,611,1,0,0,1,1,H-3:611-615-703:+740-585-017-002-611-615-703+
703,615,3,3,1,2,1,H-3:615-703-<END>:+740-585-017-002-611-615-703+ | H-87:615-703-<END>:+740-615-703+ | M-1815:615-703-<END>:+740-615-703+
063,220,3,0,0,2,1,H-4:220-063-051:+220-063-051+ | M-1841:220-063-315:+740-760-260/220-255-220-063-315+ | M-1843:220-063-315:+520-220-001-820-220-063-315+
051,063,1,1,1,1,1,H-4:063-051-<END>:+220-063-051+
706,920,1,0,0,1,1,H-5:920-706-193:+920-706-193-384-032-920-140-902+
193,706,1,0,0,1,1,H-5:706-193-384:+920-706-193-384-032-920-140-902+
384,193,1,0,0,1,1,H-5:193-384-032:+920-706-193-384-032-920-140-902+
032,384,4,0,0,2,2,H-5:384-032-920:+920-706-193-384-032-920-140-902+ | H-140:384-032-002:+740-384-032-002-817+ | M-371:384-032-154:+617-142-384-032-154-806-467+ | M-889:384-032-803:+740-384-032-803-002-820+
902,140,1,1,1,1,1,H-5:140-902-<END>:+920-706-193-384-032-920-140-902+
890,317,1,0,0,1,1,H-6:317-890-001:+317-890-001-032-776-625+
001,890,1,0,0,1,1,H-6:890-001-032:+317-890-001-032-776-625+
776,032,1,0,0,1,1,H-6:032-776-625:+317-890-001-032-776-625+
625,776,1,1,1,1,1,H-6:776-625-<END>:+317-890-001-032-776-625+
440,920,1,0,0,1,1,H-7:920-440-692:+920-440-692-001-542-250+
692,440,1,0,0,1,1,H-7:440-692-001:+920-440-692-001-542-250+
001,692,1,0,0,1,1,H-7:692-001-542:+920-440-692-001-542-250+
542,001,1,0,0,1,1,H-7:001-542-250:+920-440-692-001-542-250+
250,542,1,1,1,1,1,H-7:542-250-<END>:+920-440-692-001-542-250+
001,354,1,0,0,1,1,H-8:354-001-740:+354-001-740-405-590-033-706-002-690-921+
740,001,16,0,0,3,3,H-8:001-740-405:+354-001-740-405-590-033-706-002-690-921+ | H-27:001-740-877:+154-806-468-001-740-877-032+ | H-143:001-740-877:+154-806-469-001-740-877-032+ | H-158:001-740-405:+154-806-472-001-740-405-590+ | H-420:001-740-443:+407-004-001-740-443-388-140+
002,706,4,0,0,2,2,H-8:706-002-690:+354-001-740-405-590-033-706-002-690-921+ | H-456:706-002-817:+520-033-706-002-817-808+ | M-781:706-002-861:+520-033-706-002-861+ | H-1076:706-002-820:+740-611-706-002-820+
017,220,1,1,1,1,1,H-9:220-017-<END>:+220-017+
302,820,1,0,0,1,1,H-10:820-302-596:+820-302-596-018-125-381+
596,302,1,0,0,1,1,H-10:302-596-018:+820-302-596-018-125-381+
018,596,1,0,0,1,1,H-10:596-018-125:+820-302-596-018-125-381+
125,018,1,0,0,1,1,H-10:018-125-381:+820-302-596-018-125-381+
381,125,1,1,1,1,1,H-10:125-381-<END>:+820-302-596-018-125-381+
803,255,1,0,0,1,1,H-12:255-803-220:+740-690-435-255-803-220-240-235-002-817+
220,803,2,0,0,2,1,H-12:803-220-240:+740-690-435-255-803-220-240-235-002-817+ | M-1706:803-220-032:+740-803-220-032-220-002-820+
615,760,2,0,0,2,1,H-13:760-615-503:+740-760-615-503-002-817+ | Lh-1:760-615-104:+740-760-615-104-717-235-002-392-590-125+
503,615,8,7,0.875,2,3,H-13:615-503-002:+740-760-615-503-002-817+ | H-157:615-503-<END>:+154-615-503+ | -:615-503-<END>:+740-752-615-503+ | M-1803:615-503-<END>:+740-615-503+ | -:615-503-<END>:+740-615-503+
002,503,6,0,0,2,2,H-13:503-002-817:+740-760-615-503-002-817+ | M-14:503-002-817:+740-776-503-002-817+ | M-58:503-002-817:+740-460-503-002-817+ | M-245:503-002-817:+740-760-070-921-460-503-002-817+ | M-362:503-002-817:+740-007-503-002-817+
772,740,8,0,0,2,2,H-14:740-772-240:+740-772-240-060-415-056+ | M-1988:740-772-240:+740-772-240+ | M-118:740-772-033:+740-772-033-705-233-803-002-861+ | M-152:740-772-002:+740-772-002-861+ | M-705:740-772-240:+740-772-240-803+
240,772,4,1,0.25,2,2,H-14:772-240-060:+740-772-240-060-415-056+ | M-1988:772-240-<END>:+740-772-240+ | M-705:772-240-803:+740-772-240-803+ | M-958:772-240-002:+740-772-240-002-900-003-590+
415,060,1,0,0,1,1,H-14:060-415-056:+740-772-240-060-415-056+
056,415,1,1,1,1,1,H-14:415-056-<END>:+740-772-240-060-415-056+
690,176,1,0,0,1,1,H-20:176-690-435:+740-176-690-435-255-220-032-806-060-550+
220,255,4,0,0,2,1,H-20:255-220-032:+740-176-690-435-255-220-032-806-060-550+ | M-1841:255-220-063:+740-760-260/220-255-220-063-315+ | M-1667:255-220-032:+740-690-435-255-220-032-002-717-820+ | M-38:255-220-032:+740-690-435-255-220-032-240-235-002-390-125-632-032+
806,032,4,2,0.5,2,2,H-20:032-806-060:+740-176-690-435-255-220-032-806-060-550+ | M-392:032-806-<END>:+740-405-590-220-032-806+ | M-1052:032-806-001:+679-740-220-032-806-001-595-575-001-095+ | M-1265:032-806-<END>:+740-055-240-220-032-806+
060,806,2,0,0,2,1,H-20:806-060-550:+740-176-690-435-255-220-032-806-060-550+ | M-171:806-060-692:+407-061-740-923-233-806-060-692+
061,405,5,0,0,2,2,H-21:405-061-527:+405-061-527-555-233-235-806-002-817+ | H-149:405-061-033:+405-061-033-706-794-630-220-002-820+ | H-654:405-061-740:+405-061-740-806+ | M-1978:405-061-033:+405-061-033-705-236+ | M-10:405-061-070:+405-061-070-032-033-706-235-806-002-267-455+
527,061,1,0,0,1,1,H-21:061-527-555:+405-061-527-555-233-235-806-002-817+
555,527,13,1,0.07692307692307693,3,2,H-21:527-555-233:+405-061-527-555-233-235-806-002-817+ | H-386:527-555-740:+527-555-740-055-240-415-798-060-201+ | H-459:527-555-231:+527-555-231-002-817+ | L-51:527-555-231:+527-555-231-235+ | L-89:527-555-235:+527-555-235-002-861+
233,555,3,0,0,3,2,H-21:555-233-235:+405-061-527-555-233-235-806-002-817+ | M-1917:555-233-235:+400-527-555-233-235+ | ?-5:555-233-002:+555-233-002-820+
235,233,17,5,0.29411764705882354,3,4,H-21:233-235-806:+405-061-527-555-233-235-806-002-817+ | H-141:233-235-<END>:+405-032-900-003-070-002-233-235+ | M-1917:233-235-<END>:+400-527-555-233-235+ | M-1906:233-235-060:+520-033-705-233-235-060-820+ | -:233-235-806:+407-585-033-705-233-235-806+
806,235,10,7,0.7,2,5,H-21:235-806-002:+405-061-527-555-233-235-806-002-817+ | H-204:235-806-<END>:+400-740-405-590-235-806+ | -:235-806-<END>:+407-585-033-705-233-235-806+ | M-10:235-806-002:+405-061-070-032-033-706-235-806-002-267-455+ | M-29:235-806-002:+740-055-240-235-806-002-220-455-503+
002,806,15,0,0,2,2,H-21:806-002-817:+405-061-527-555-233-235-806-002-817+ | H-22:806-002-405:+740-920-320-233-806-002-405-321+ | H-130:806-002-595:+409-032-845-033-705-231-806-002-595-812-125-717+ | H-135:806-002-861:+740-773-231-806-002-861+ | H-388:806-002-817:+520-033-706-231-806-002-817+
806,233,7,5,0.7142857142857143,2,3,H-22:233-806-002:+740-920-320-233-806-002-405-321+ | M-1953:233-806-<END>:+407-845-233-806+ | M-171:233-806-060:+407-061-740-923-233-806-060-692+ | M-503:233-806-<END>:+740-176-233-806+ | M-504:233-806-<END>:+740-384-233-806+
405,002,6,0,0,2,2,H-22:002-405-321:+740-920-320-233-806-002-405-321+ | H-252:002-405-501:+520-240-002-405-501+ | H-260:002-405-501:+520-240-002-405-501+ | H-866:002-405-501:+520-240-002-405-501+ | M-34:002-405-372:+740-336-176-002-405-372-374+
321,405,1,1,1,1,1,H-22:405-321-<END>:+740-920-320-233-806-002-405-321+
405,176,1,0,0,1,1,H-23:176-405-019:+740-100-176-405-019+
019,405,1,1,1,1,1,H-23:405-019-<END>:+740-100-176-405-019+
626,740,1,0,0,1,1,H-24:740-626-176:+740-626-176-033-705-233+
176,626,1,0,0,1,1,H-24:626-176-033:+740-626-176-033-705-233+
233,705,15,2,0.13333333333333333,3,4,H-24:705-233-<END>:+740-626-176-033-705-233+ | H-137:705-233-002:+740-443-388-033-705-233-002-817+ | H-649:705-233-240:+520-033-705-233-240-806-002-820+ | M-1665:705-233-240:+520-033-705-233-240-002-610-125-032+ | M-1906:705-233-235:+520-033-705-233-235-060-820+
033,806,1,0,0,1,1,H-25:806-033-705:+740-900-003-806-033-705-235-055+
055,235,2,2,1,2,2,H-25:235-055-<END>:+740-900-003-806-033-705-235-055+ | M-1266:235-055-<END>:+740-483-233-235-055+
231,388,2,1,0.5,1,1,H-26:388-231-240:+740-388-231-240-798-001-820+ | H-1024:388-231-<END>:+740-443-388-231+
